24.6194 98.3185 19.0292 0 0 0 0 -0.470803
25.4378 98.3185 19.0292 0 0 0 0 -0.37031
26.4608 98.3185 19.0292 0 0 0 0 -0.394212
27.4839 98.3185 19.0292 0 0 0 0 -0.318673
28.5069 98.3185 19.0292 0 0 0 0 -0.406719
29.5299 98.3185 19.0292 0 0 0 0 -0.402557
30.553 98.3185 19.0292 0 0 0 0 -0.406175
31.576 98.3185 19.0292 0 0 0 0 -0.399124
32.599 98.3185 19.0292 0 0 0 0 -0.3996
33.6221 98.3185 19.0292 0 0 0 0 -0.401629
34.645 98.3185 19.0292 0 0 0 0 -0.373956
35.6681 98.3185 19.0292 0 0 0 0 -0.402042
36.6911 98.3185 19.0292 0 0 0 0 -0.417079
37.7142 98.3185 19.0292 0 0 0 0 -0.404916
38.7371 98.3185 19.0292 0 0 0 0 -0.389684
39.7602 98.3185 19.0292 0 0 0 0 -0.416795
40.7833 98.3185 19.0292 0 0 0 0 -0.408754
41.8063 98.3185 19.0292 0 0 0 0 -0.40359
42.8293 98.3185 19.0292 0 0 0 0 -0.383025
43.8523 98.3185 19.0292 0 0 0 0 -0.432587
44.8754 98.3185 19.0292 0 0 0 0 -0.415417
45.8983 98.3185 19.0292 0 0 0 0 -0.399027
46.9214 98.3185 19.0292 0 0 0 0 -0.400202
47.9444 98.3185 19.0292 0 0 0 0 -0.455272
48.9675 98.3185 19.0292 0 0 0 0 -0.429471
49.9905 98.3185 19.0292 0 0 0 0 -0.415631
51.0136 98.3185 19.0292 0 0 0 0 -0.405207
52.0365 98.3185 19.0292 0 0 0 0 -0.444998
53.0596 98.3185 19.0292 0 0 0 0 -0.415703
54.0827 98.3185 19.0292 0 0 0 0 -0.422957
55.1057 98.3185 19.0292 0 0 0 0 -0.455031
56.1287 98.3185 19.0292 0 0 0 0 -0.412662
57.1517 98.3185 19.0292 0 0 0 0 -0.413008
58.1748 98.3185 19.0292 0 0 0 0 -0.412262
59.1978 98.3185 19.0292 0 0 0 0 -0.390449
60.2208 98.3185 19.0292 0 0 0 0 -0.419634
61.2439 98.3185 19.0292 0 0 0 0 -0.441881
62.2668 98.3185 19.0292 0 0 0 0 -0.439673
63.2899 98.3185 19.0292 0 0 0 0 -0.417767
64.3129 98.3185 19.0292 0 0 0 0 -0.430774
65.336 98.3185 19.0292 0 0 0 0 -0.421992
66.3591 98.3185 19.0292 0 0 0 0 -0.404147
67.3821 98.3185 19.0292 0 0 0 0 -0.411689
68.4051 98.3185 19.0292 0 0 0 0 -0.402716
69.4281 98.3185 19.0292 0 0 0 0 -0.428074
70.4512 98.3185 19.0292 0 0 0 0 -0.419427
71.4744 98.3185 19.0292 0 0 0 0 -0.486628
72.2245 98.3185 19.0292 0 0 0 0 -0.456157
73.2475 98.3185 19.0292 0 0 0 0 -0.43273
74.2705 98.3185 19.0292 0 0 0 0 -0.412187
75.2936 98.3185 19.0292 0 0 0 0 -0.427871
76.3166 98.3185 19.0292 0 0 0 0 -0.441982
77.3397 98.3185 19.0292 0 0 0 0 -0.411256
78.3627 98.3185 19.0292 0 0 0 0 -0.42348
79.3857 98.3185 19.0292 0 0 0 0 -0.474716
80.4087 98.3185 19.0292 0 0 0 0 -0.450463
81.4318 98.3185 19.0292 0 0 0 0 -0.444347
82.4548 98.3185 19.0292 0 0 0 0 -0.417929
83.4778 98.3185 19.0292 0 0 0 0 -0.418754
84.5008 98.3185 19.0292 0 0 0 0 -0.446723
85.5239 98.3185 19.0292 0 0 0 0 -0.388849
86.547 98.3185 19.0292 0 0 0 0 -0.428535
87.5699 98.3185 19.0292 0 0 0 0 -0.442072
88.593 98.3185 19.0292 0 0 0 0 -0.415289
89.616 98.3185 19.0292 0 0 0 0 -0.359944
90.6391 98.3185 19.0292 0 0 0 0 -0.391098
91.6621 98.3185 19.0292 0 0 0 0 -0.441227
92.6851 98.3185 19.0292 0 0 0 0 -0.417166
93.7081 98.3185 19.0292 0 0 0 0 -0.421646
94.7311 98.3185 19.0292 0 0 0 0 -0.424667
95.7542 98.3185 19.0292 0 0 0 0 -0.425714
96.7772 98.3185 19.0292 0 0 0 0 -0.428086
97.8002 98.3185 19.0292 0 0 0 0 -0.404428
98.8232 98.3185 19.0292 0 0 0 0 -0.428444
99.8463 98.3185 19.0292 0 0 0 0 -0.426814
100.869 98.3185 19.0292 0 0 0 0 -0.428169
101.892 98.3185 19.0292 0 0 0 0 -0.41863
102.915 98.3185 19.0292 0 0 0 0 -0.444011
103.938 98.3185 19.0292 0 0 0 0 -0.402324
104.961 98.3185 19.0292 0 0 0 0 -0.427649
105.984 98.3185 19.0292 0 0 0 0 -0.412208
107.007 98.3185 19.0292 0 0 0 0 -0.420634
108.031 98.3185 19.0292 0 0 0 0 -0.393428
109.054 98.3185 19.0292 0 0 0 0 -0.430811
110.077 98.3185 19.0292 0 0 0 0 -0.418955
111.1 98.3185 19.0292 0 0 0 0 -0.391445
112.123 98.3185 19.0292 0 0 0 0 -0.464047
113.146 98.3185 19.0292 0 0 0 0 -0.408602
