5.113000 -0.005475 -0.022465 0.019126
5.116629 -0.002135 -0.033468 0.022564
5.120259 -0.017706 -0.039445 0.024367
5.123888 -0.011966 -0.045865 0.023428
5.127517 0.008691 -0.046642 0.032670
5.131146 0.022002 -0.042878 0.043850
5.134776 0.021783 -0.041877 0.050248
5.138405 0.020530 -0.049379 0.049741
5.142034 0.024616 -0.055221 0.041131
5.145663 0.022972 -0.038937 0.030765
5.149293 0.021772 -0.022018 0.031158
5.152922 0.016455 -0.013505 0.028160
5.156551 0.001985 -0.007354 0.025469
5.160181 -0.027080 0.003325 0.026725
5.163810 -0.001259 0.007199 0.017663
5.167439 0.003656 0.004885 0.014351
5.171068 -0.007902 0.011093 0.021910
5.174698 -0.018412 0.013719 0.019439
5.178327 -0.024071 0.032307 0.021022
5.181956 -0.023763 0.040101 0.027709
5.185586 -0.022092 0.033537 0.032324
5.189215 -0.017968 0.029249 0.031676
5.192844 -0.008631 0.020098 0.027571
5.196473 -0.009760 0.021177 0.030046
5.200103 -0.016697 0.031760 0.041519
5.203732 -0.013301 0.023665 0.049151
5.207361 0.004548 0.003081 0.040411
5.210990 0.006288 -0.005138 0.034217
5.214620 0.000489 -0.000091 0.021329
5.218249 -0.002618 -0.007635 0.025899
5.221878 0.005107 -0.018048 0.035436
5.225508 0.015358 -0.027634 0.034561
5.229137 0.026355 -0.031677 0.044058
5.232766 0.024925 -0.030239 0.051234
5.236395 0.023875 -0.037586 0.056389
5.240025 0.016519 -0.047948 0.054372
5.243654 0.006831 -0.052883 0.049115
5.247283 0.010529 -0.050786 0.046403
5.250912 0.018923 -0.040484 0.045655
5.254542 0.001095 -0.020417 0.055207
5.258171 -0.000114 -0.008702 0.047674
5.261800 -0.004017 0.003717 0.043671
5.265430 -0.002926 0.019078 0.020286
5.269059 0.002488 0.024505 0.015297
5.272688 0.005570 0.022005 0.012646
5.276317 0.009560 0.021437 0.014814
5.279947 0.012507 0.030964 0.014721
5.283576 0.009574 0.038745 0.016456
5.287205 0.008458 0.038856 0.016119
5.290834 0.005085 0.035803 0.019698
5.294464 0.001215 0.029858 0.025850
5.298093 -0.000773 0.018236 0.024179
5.301722 -0.010955 0.006972 0.018064
5.305352 -0.012678 0.001309 0.021665
5.308981 -0.011031 -0.012029 0.014421
5.312610 -0.004923 -0.011532 0.014183
5.316239 0.006352 -0.017954 0.014671
5.319869 0.001187 -0.026570 0.034049
5.323498 -0.003833 -0.019606 0.032569
5.327127 0.003889 -0.028392 0.025227
5.330757 0.016389 -0.039043 0.021297
5.334386 0.029754 -0.044854 0.033378
5.338015 0.037049 -0.038608 0.055463
