5.113000 -0.002332 0.000568 0.785398
5.116629 -0.003516 0.000277 0.785398
5.120259 -0.004278 0.001946 0.785397
5.123888 -0.005123 0.001416 0.785398
5.127517 -0.005355 -0.000679 0.785398
5.131146 -0.005105 -0.002062 0.785397
5.134776 -0.005126 -0.002090 0.785397
5.138405 -0.006007 -0.002007 0.785397
5.142034 -0.006701 -0.002458 0.785397
5.145663 -0.005075 -0.002326 0.785397
5.149293 -0.003341 -0.002237 0.785397
5.152922 -0.002414 -0.001725 0.785397
5.156551 -0.001714 -0.000228 0.785398
5.160181 -0.000561 0.002807 0.785396
5.163810 -0.000106 0.000211 0.785398
5.167439 -0.000208 -0.000192 0.785398
5.171068 0.000482 0.001090 0.785398
5.174698 0.000840 0.002262 0.785397
5.178327 0.002850 0.002887 0.785396
5.181956 0.003751 0.002904 0.785396
5.185586 0.003169 0.002794 0.785396
5.189215 0.002813 0.002442 0.785397
5.192844 0.001927 0.001572 0.785398
5.196473 0.002078 0.001718 0.785397
5.200103 0.003250 0.002427 0.785397
5.203732 0.002534 0.002116 0.785397
5.207361 0.000514 0.000312 0.785398
5.210990 -0.000327 0.000191 0.785398
5.214620 0.000179 0.000802 0.785398
5.218249 -0.000576 0.001117 0.785398
5.221878 -0.001620 0.000351 0.785398
5.225508 -0.002644 -0.000655 0.785398
5.229137 -0.003121 -0.001779 0.785397
5.232766 -0.003043 -0.001631 0.785397
5.236395 -0.003879 -0.001536 0.785398
5.240025 -0.005005 -0.000778 0.785398
5.243654 -0.005588 0.000229 0.785398
5.247283 -0.005468 -0.000150 0.785398
5.250912 -0.004492 -0.001021 0.785398
5.254542 -0.002494 0.000811 0.785398
5.258171 -0.001288 0.000981 0.785398
5.261800 0.000044 0.001417 0.785398
5.265430 0.001612 0.001359 0.785398
5.269059 0.002230 0.000855 0.785398
5.272688 0.002067 0.000569 0.785398
5.276317 0.002017 0.000147 0.785398
5.279947 0.003078 -0.000180 0.785398
5.283576 0.003969 0.000137 0.785398
