49800	6.38878	3.93513	24.3159
49800	6.21702	3.75536	24.2203
49800	6.04471	3.57746	24.1216
49800	5.872	3.40156	24.0202
49800	5.69907	3.22775	23.916
49800	5.52608	3.05612	23.8093
49800	5.35318	2.88675	23.7002
49800	5.18053	2.71972	23.5889
49800	5.00827	2.55509	23.4756
49800	4.83655	2.39292	23.3603
49800	4.6655	2.23324	23.2433
49800	4.49524	2.0761	23.1247
49800	4.3259	1.92153	23.0046
49800	4.15759	1.76954	22.8832
49800	3.99043	1.62015	22.7606
49800	3.82451	1.47337	22.637
49800	3.65993	1.32918	22.5124
49800	3.49678	1.18759	22.3871
49800	3.33513	1.04857	22.261
49800	3.17508	0.912116	22.1345
49800	3.01667	0.778186	22.0075
49800	2.85997	0.646753	21.8801
49800	2.70505	0.517778	21.7525
49800	2.55194	0.39122	21.6248
49800	2.40069	0.267031	21.4971
49800.1	2.25133	0.145159	21.3694
49800.1	2.1039	0.0255502	21.2418
49800.1	1.95842	-0.0918548	21.1145
49800.1	1.8149	-0.207118	20.9874
49800.1	1.67336	-0.320305	20.8607
49800.1	1.5338	-0.431484	20.7345
49800.1	1.39623	-0.540726	20.6088
49800.1	1.26064	-0.648103	20.4836
49800.1	1.12703	-0.753691	20.3591
49800.1	0.99538	-0.857566	20.2352
49800.1	0.865674	-0.959809	20.1121
49800.1	0.73789	-1.0605	19.9898
49800.1	0.612003	-1.15972	19.8683
49800.1	0.487983	-1.25755	19.7476
49800.1	0.365795	-1.35408	19.6279
49800.1	0.245404	-1.44939	19.5092
49800.1	0.126769	-1.54356	19.3914
49800.1	0.00984603	-1.63669	19.2746
49800.1	-0.105412	-1.72886	19.159
49800.1	-0.219053	-1.82017	19.0444
49800.1	-0.331131	-1.91069	18.9309
49800.1	-0.4417	-2.00051	18.8186
49800.1	-0.550817	-2.08973	18.7074
49800.1	-0.658541	-2.17844	18.5975
49800.1	-0.764933	-2.26671	18.4888
49800.1	-0.870058	-2.35466	18.3813
49800.1	-0.97398	-2.44235	18.2751
49800.1	-1.07677	-2.52989	18.1702
49800.1	-1.17848	-2.61736	18.0667
49800.1	-1.27921	-2.70485	17.9644
49800.1	-1.379	-2.79245	17.8636
49800.1	-1.47794	-2.88025	17.7641
49800.1	-1.5761	-2.96835	17.666
49800.1	-1.67356	-3.05682	17.5694
49800.1	-1.77039	-3.14577	17.4742
49800.1	-1.86666	-3.23527	17.3805
49800.1	-1.96247	-3.32543	17.2883
49800.1	-2.05787	-3.41632	17.1976
49800.1	-2.15297	-3.50804	17.1085
49800.1	-2.24782	-3.60068	17.0209
49800.1	-2.34252	-3.69433	16.935
49800.1	-2.43715	-3.78908	16.8507
49800.1	-2.53178	-3.88501	16.7681
49800.1	-2.62651	-3.98222	16.6871
49800.1	-2.72141	-4.0808	16.6079
49800.1	-2.81657	-4.18083	16.5305
49800.1	-2.91206	-4.2824	16.4548
49800.1	-3.00799	-4.38561	16.3811
49800.1	-3.10442	-4.49055	16.3092
49800.1	-3.20145	-4.5973	16.2392
49800.2	-3.29916	-4.70595	16.1712
49800.2	-3.39763	-4.81659	16.1052
49800.2	-3.49696	-4.92931	16.0413
49800.2	-3.59723	-5.0442	15.9795
49800.2	-3.69851	-5.16135	15.9199
49800.2	-3.80091	-5.28085	15.8626
49800.2	-3.90451	-5.40278	15.8076
49800.2	-4.00939	-5.52723	15.7549
49800.2	-4.11564	-5.65429	15.7047
49800.2	-4.22334	-5.78404	15.657
49800.2	-4.33259	-5.91657	15.6119
49800.2	-4.44347	-6.05196	15.5695
49800.2	-4.55606	-6.1903	15.5299
49800.2	-4.67046	-6.33166	15.4931
49800.2	-4.78674	-6.47613	15.4593
49800.2	-4.905	-6.62377	15.4286
49800.2	-5.02532	-6.77468	15.401
49800.2	-5.14777	-6.92892	15.3767
49800.2	-5.27245	-7.08656	15.3557
49800.2	-5.39944	-7.24767	15.3383
49800.2	-5.52881	-7.41231	15.3246
49800.2	-5.66066	-7.58054	15.3146
49800.2	-5.79505	-7.75242	15.3085
49800.2	-5.93207	-7.928	15.3065
49800.2	-6.07178	-8.10732	15.3087
49800.2	-6.21427	-8.29042	15.3153
49800.2	-6.3596	-8.47734	15.3265
49800.2	-6.50784	-8.66809	15.3423
49800.2	-6.65906	-8.86271	15.3631
49800.2	-6.81331	-9.06118	15.389
49800.2	-6.97067	-9.26352	15.4201
49800.2	-7.13117	-9.46971	15.4567
49800.2	-7.29486	-9.67973	15.499
49800.2	-7.46181	-9.89354	15.5473
49800.2	-7.63203	-10.1111	15.6016
49800.2	-7.80556	-10.3323	15.6624
49800.2	-7.98243	-10.5571	15.7297
49800.2	-8.16266	-10.7855	15.8039
49800.2	-8.34626	-11.0172	15.8851
49800.2	-8.53323	-11.2521	15.9737
49800.2	-8.72355	-11.4902	16.0699
49800.2	-8.91721	-11.7311	16.1739
49800.2	-9.11419	-11.9748	16.2861
49800.2	-9.31443	-12.2209	16.4067
49800.2	-9.51788	-12.4692	16.5359
49800.2	-9.72447	-12.7195	16.6741
49800.2	-9.93412	-12.9713	16.8214
49800.2	-10.1467	-13.2244	16.9782
49800.2	-10.3622	-13.4784	17.1447
49800.2	-10.5803	-13.7328	17.3211
49800.3	-10.801	-13.9872	17.5078
49800.3	-11.024	-14.2411	17.7049
49800.3	-11.2492	-14.4939	17.9127
49800.3	-11.4763	-14.745	18.1313
49800.3	-11.7051	-14.9939	18.3609
49800.3	-11.9354	-15.2399	18.6018
49800.3	-12.1667	-15.4822	18.854
49800.3	-12.3988	-15.7201	19.1176
