-3.14159 -1.22465e-16 -1.22465e-16
-2.8109 -0.34197 -0.324699
-2.4802 -0.616455 -0.614213
-2.14951 -0.84296 -0.837166
-1.81882 -0.970505 -0.9694
-1.48812 -0.988191 -0.996584
-1.15743 -0.911721 -0.915773
-0.826735 -0.717839 -0.735724
-0.496041 -0.465636 -0.475947
-0.165347 -0.146494 -0.164595
0.165347 0.177525 0.164595
0.496041 0.486012 0.475947
0.826735 0.744328 0.735724
1.15743 0.915416 0.915773
1.48812 0.994657 0.996584
1.81882 0.962969 0.9694
2.14951 0.823455 0.837166
2.4802 0.616455 0.614213
2.8109 0.34197 0.324699
3.14159 -3.21625e-16 -3.21625e-16
