0	-10	0	37
0.02	-2.69764	7.75126	34.4277
0.04	4.15701	13.0523	32.6561
0.06	9.4955	15.7101	32.767
0.08	12.6712	15.4272	34.329
0.1	13.2497	12.1484	35.9106
0.12	11.2388	6.76725	36.1382
0.14	7.32642	0.893355	34.7563
0.16	2.61973	-4.15626	32.5993
0.18	-1.88598	-7.84277	30.6916
0.2	-5.57985	-10.1129	29.5954
0.22	-8.17101	-11.0154	29.3244
0.24	-9.53966	-10.6047	29.5153
0.26	-9.67898	-9.04407	29.662
0.28	-8.72118	-6.68874	29.361
0.3	-6.95012	-4.01283	28.4759
0.32	-4.73726	-1.43626	27.1323
0.34	-2.43134	0.798344	25.5794
0.36	-0.274767	2.63062	24.0509
0.38	1.6174	4.11587	22.7014
0.4	3.231	5.35435	21.6093
0.42	4.6106	6.44551	20.8063
0.44	5.82244	7.46521	20.3042
0.46	6.92817	8.45463	20.1115
0.48	7.96768	9.41315	20.2366
0.5	8.94716	10.292	20.6816
0.52	9.83091	10.9922	21.4253
0.54	10.5392	11.3743	22.4008
0.56	10.9581	11.2909	23.4768
0.58	10.9675	10.6415	24.4611
0.6	10.4845	9.42964	25.1425
0.62	9.5053	7.785	25.3602
0.64	8.12083	5.92477	25.0626
0.66	6.49119	4.0744	24.3147
0.68	4.79418	2.39746	23.2541
0.7	3.17551	0.968083	22.0309
0.72	1.72211	-0.217087	20.7673
0.74	0.460388	-1.21077	19.5447
0.76	-0.630697	-2.08968	18.4114
0.78	-1.60305	-2.9391	17.3957
0.8	-2.52611	-3.84644	16.5203
0.82	-3.47866	-4.90021	15.814
0.84	-4.54472	-6.18991	15.3251
0.86	-5.81035	-7.80105	15.135
0.88	-7.35615	-9.79603	15.377
0.9	-9.23629	-12.1653	16.2508
0.92	-11.4304	-14.7295	18.0106
0.94	-13.756	-16.9956	20.8692
0.96	-15.7607	-18.0701	24.7452
0.98	-16.7039	-16.9008	28.9233
1	-15.8183	-13.0263	32.0774
1.02	-12.8319	-7.22757	33.1002
1.04	-8.26639	-1.07437	32.0584
1.06	-3.11102	4.21531	30.0472
1.08	1.75742	8.22625	28.254
1.1	5.83711	10.9757	27.3614
1.12	8.89891	12.4776	27.4937
1.14	10.8008	12.6273	28.3434
1.16	11.4211	11.3605	29.3283
1.18	10.7351	8.8797	29.8344
1.2	8.92303	5.69623	29.5096
1.22	6.37098	2.41815	28.4041
1.24	3.53756	-0.515259	26.8492
1.26	0.796804	-2.93131	25.2224
1.28	-1.63846	-4.85392	23.7965
1.3	-3.70179	-6.38828	22.7136
1.32	-5.4154	-7.6388	22.0222
1.34	-6.83272	-8.67027	21.719
1.36	-7.99859	-9.49623	21.7711
1.38	-8.92832	-10.0826	22.1214
1.4	-9.60245	-10.3633	22.6828
1.42	-9.97523	-10.2671	23.334
1.44	-9.99535	-9.75389	23.9278
1.46	-9.63354	-8.84539	24.3168
1.48	-8.90651	-7.63473	24.3912
1.5	-7.88494	-6.26509	24.1076
1.52	-6.6802	-4.88801	23.4934
1.54	-5.41645	-3.62405	22.6247
1.56	-4.20219	-2.5431	21.5942
1.58	-3.11228	-1.66601	20.4854
1.6	-2.18382	-0.978278	19.36
1.62	-1.4218	-0.445786	18.2574
1.64	-0.808998	-0.0267839	17.1994
1.66	-0.315444	0.321209	16.1965
1.68	0.0946559	0.638866	15.2525
1.7	0.459116	0.965568	14.3688
1.72	0.81675	1.34195	13.5465
1.74	1.20857	1.81393	12.7887
1.76	1.68082	2.43811	12.1035
1.78	2.28951	3.28845	11.5085
1.8	3.10641	4.46401	11.0403
1.82	4.22578	6.09563	10.7711
1.84	5.76922	8.34434	10.8408
1.86	7.88046	11.3703	11.5106
1.88	10.6872	15.2197	13.2342
1.9	14.1795	19.5333	16.6763
1.92	17.9353	23.0302	22.4283
1.94	20.7516	23.2362	30.0326
1.96	20.7344	17.8825	36.873
1.98	16.6045	7.88274	39.6065
2	9.15787	-2.81646	38.0216
2.02	0.656785	-11.183	35.2289
2.04	-6.89494	-16.3616	34.1389
2.06	-12.273	-17.9781	35.5042
2.08	-14.6243	-15.5276	37.984
2.1	-13.5018	-9.51805	39.323
2.12	-9.40324	-2.03346	38.3788
2.14	-3.74736	4.66845	36.0117
2.16	1.92288	9.46366	33.8392
2.18	6.55204	12.1114	32.8208
2.2	9.5747	12.5922	32.9136
2.22	10.7272	11.007	33.3873
2.24	10.0245	7.82506	33.386
2.26	7.82527	3.89497	32.4811
2.28	4.75583	0.0752359	30.8443
2.3	1.47227	-3.11538	28.9685
2.32	-1.54693	-5.52883	27.3006
2.34	-4.05381	-7.21789	26.0751
2.36	-5.96924	-8.28061	25.328
2.38	-7.2985	-8.79411	24.9686
2.4	-8.07642	-8.81465	24.8426
2.42	-8.3488	-8.40334	24.78
2.44	-8.17612	-7.64821	24.6328
2.46	-7.64145	-6.66711	24.3025
2.48	-6.84998	-5.5909	23.7517
2.5	-5.91744	-4.53832	22.9965
2.52	-4.95276	-3.59652	22.0856
2.54	-4.04322	-2.81461	21.0781
2.56	-3.24726	-2.20885	20.0272
2.58	-2.59548	-1.7736	18.9728
2.6	-2.0968	-1.49259	17.9414
2.62	-1.74666	-1.34781	16.9488
2.64	-1.53471	-1.32548	16.0037
2.66	-1.45104	-1.41991	15.111
2.68	-1.49075	-1.63612	14.274
2.7	-1.65754	-1.99233	13.4976
2.72	-1.96686	-2.52307	12.7903
2.74	-2.44932	-3.2834	12.1689
2.76	-3.15484	-4.35417	11.6666
2.78	-4.15739	-5.84687	11.347
2.8	-5.55838	-7.90208	11.3311
2.82	-7.48225	-10.6652	11.8416
2.84	-10.0466	-14.1986	13.2643
2.86	-13.2675	-18.2525	16.1754
2.88	-16.8393	-21.838	21.1557
2.9	-19.8085	-22.8885	28.0539
2.92	-20.5178	-19.1063	34.9141
2.94	-17.5341	-10.4999	38.5725
2.96	-11.101	-0.244595	37.918
2.98	-3.09991	8.4191	35.2179
3	4.46947	14.2918	33.4217
3.02	10.3355	17.0936	33.8622
3.04	13.6886	16.3768	35.9444
3.06	13.9687	12.0965	37.8108
3.08	11.2378	5.55027	37.8474
3.1	6.45783	-1.1649	36.0558
3.12	1.03472	-6.56285	33.7103
3.14	-3.87462	-10.1516	32.0267
3.16	-7.59868	-11.8887	31.4465
3.18	-9.80618	-11.7953	31.6745
3.2	-10.3725	-10.0259	32.0177
3.22	-9.39791	-7.04909	31.8255
3.24	-7.24599	-3.57753	30.8477
3.26	-4.45273	-0.266153	29.2788
3.28	-1.53852	2.51575	27.5178
3.3	1.13555	4.68172	25.9133
3.32	3.39543	6.29853	24.659
3.34	5.20214	7.46893	23.8104
3.36	6.58311	8.27326	23.3359
3.38	7.58235	8.75631	23.1582
3.4	8.23641	8.93735	23.1774
3.42	8.57041	8.82884	23.2851
3.44	8.6056	8.45461	23.3769
3.46	8.37069	7.86123	23.3651
3.48	7.91012	7.11854	23.1914
3.5	7.28548	6.30996	22.8326
3.52	6.56966	5.51779	22.2981
3.54	5.83679	4.81046	21.6201
3.56	5.15256	4.23615	20.8416
3.58	4.56823	3.82348	20.006
3.6	4.11935	3.58687	19.1511
3.62	3.82863	3.53387	18.3082
3.64	3.7109	3.6722	17.5034
3.66	3.77891	4.01559	16.7613
3.68	4.04861	4.58801	16.1095
3.7	4.5435	5.42605	15.5863
3.72	5.29708	6.5779	15.2489
3.74	6.35186	8.09548	15.1872
3.76	7.75116	10.0115	15.5392
3.78	9.51601	12.2877	16.5027
3.8	11.5956	14.7184	18.3172
3.82	13.7823	16.7993	21.1622
3.84	15.6168	17.6699	24.9142
3.86	16.39	16.3748	28.854
3.88	15.4057	12.5595	31.7428
3.9	12.455	7.00462	32.6063
3.92	8.05372	1.15947	31.5523
3.94	3.12354	-3.87462	29.594
3.96	-1.53086	-7.72682	27.8155
3.98	-5.45437	-10.4266	26.8515
4	-8.44944	-12.0108	26.8449
4.02	-10.4031	-12.3991	27.5598
4.04	-11.2101	-11.5085	28.5067
4.06	-10.8246	-9.45263	29.1245
4.08	-9.36068	-6.62482	29.0265
4.1	-7.12251	-3.56265	28.1626
4.12	-4.51495	-0.712804	26.7706
4.14	-1.90302	1.70217	25.1879
4.16	0.47966	3.66132	23.6928
4.18	2.54089	5.25164	22.4533
4.2	4.28861	6.58575	21.5473
4.22	5.7787	7.7546	21.0013
4.24	7.07318	8.8061	20.8186
4.26	8.21262	9.73646	20.9892
4.28	9.20023	10.4888	21.4847
4.3	9.99578	10.9616	22.2429
4.32	10.5211	11.0332	23.1515
4.34	10.6807	10.6059	24.0455
4.36	10.3972	9.65716	24.7332
4.38	9.65001	8.2696	25.0488
4.4	8.49739	6.61591	24.9083
4.42	7.06703	4.90056	24.3308
4.44	5.51815	3.2945	23.4152
4.46	3.99661	1.89723	22.2916
4.48	2.60383	0.734965	21.0782
4.5	1.38737	-0.219587	19.8617
4.52	0.347744	-1.02384	18.6959
4.54	-0.547894	-1.74827	17.6113
4.56	-1.35281	-2.46789	16.626
4.58	-2.13188	-3.26019	15.7556
4.6	-2.95749	-4.20712	15.023
4.62	-3.90877	-5.39792	14.468
4.64	-5.07211	-6.92895	14.1617
4.66	-6.53869	-8.89272	14.2266
4.68	-8.39132	-11.3408	14.8626
4.7	-10.6656	-14.1939	16.362
4.72	-13.2637	-17.0731	19.0607
4.74	-15.8117	-19.099	23.1157
4.76	-17.539	-18.9365	28.0461
4.78	-17.4247	-15.5379	32.416
4.8	-14.8071	-9.30347	34.5302
4.82	-10.0073	-2.08865	33.9469
4.84	-4.16868	4.30466	31.8549
4.86	1.51902	9.12353	29.8766
4.88	6.30528	12.2924	29.0107
4.9	9.80566	13.7628	29.426
4.92	11.7649	13.362	30.6233
4.94	12.0021	11.0927	31.7252
4.96	10.56	7.44564	31.9512
4.98	7.82772	3.29037	31.0703
5	4.43381	-0.578219	29.4351
5.02	0.987718	-3.75078	27.6215
5.04	-2.1055	-6.16369	26.0848
5.06	-4.66289	-7.90385	25.0474
5.08	-6.64243	-9.06158	24.5386
5.1	-8.05572	-9.67902	24.4645
5.12	-8.91863	-9.76381	24.6583
5.14	-9.24313	-9.33123	24.9206
5.16	-9.05499	-8.44426	25.0601
5.18	-8.41612	-7.22725	24.9377
5.2	-7.43265	-5.84477	24.4953
5.22	-6.24136	-4.45928	23.754
