Microseconds	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Acceleration X	Acceleration Y	Acceleration Z	G Force	Angular Velocity X	Angular Velocity Y	Angular Velocity Z	Roll	Pitch	Heading	Velocity North	Velocity East	Velocity Down	Latitude	Longitude
550541	0.7739116	0.12419418	-9.457041	0.231486741	-1.279340421	0.845375625	0.49651036	0.35359344	0.3342134	0.9691499	0.2284755575	-1.2776908549	0.8455084343	1.8186456317	2.5491805052	37.0561938307	6.1021967	4.7439528	-0.01949521	19.0326497127	-98.3184010946
601140	0.78548235	0.034247745	-9.740539	0.128352194	-1.564171604	0.534356586	0.52061856	0.26490495	0.05125569	0.99803305	0.1253385722	-1.5625231001	0.5344930384	1.825351815	2.4694828223	37.0806780857	6.1179457	4.7643876	-0.013223303	19.032652589	-98.3183988695
650566	0.78686744	-0.11710647	-9.307088	0.784789495	-1.510638858	0.643937409	0.53580433	0.11799186	0.48516512	0.9542669	0.7817773052	-1.5089885327	0.6440772765	1.8649013424	2.3945693075	37.1103326422	6.145442	4.785852	0.009858542	19.0326553831	-98.318396645
701199	0.6207301	-0.015404241	-9.4194565	-0.316426898	-0.453163699	0.721275262	0.3785936	0.22353937	0.3730004	0.96395427	-0.3194386129	-0.4515093895	0.7214183923	1.8503056835	2.3707475808	37.1476151539	6.1611934	4.808833	0.011739983	19.0326582786	-98.3183943084
750550	0.6843215	-0.19022451	-9.587109	-2.495719249	0.43366977	0.541633622	0.44113693	0.03656077	0.20569508	0.98188025	-2.4987299959	0.4353253701	0.5417841136	1.7290728613	2.3912974951	37.1793630874	6.1599984	4.820767	0.029726056	19.0326608679	-98.3183920948
801107	0.73232716	-0.38107315	-9.995936	-3.236901628	1.235469661	0.577020528	0.48243386	-0.18133274	-0.2025751	1.0245284	-3.2399078219	1.2371259061	0.5771764842	1.5656616479	2.4527804295	37.2088257914	6.1838245	4.8127136	0.02317336	19.0326637131	-98.3183899049
850515	0.68901616	-0.005123143	-9.535826	-1.029554939	2.560663419	0.711056844	0.4237954	0.17602998	0.25739554	0.97635955	-1.0325602226	2.5623199678	0.7112111299	1.5167061912	2.5773290808	37.2451441839	6.192303	4.815389	0.033639036	19.0326664334	-98.3183878173
901050	0.722688	0.38351944	-9.605332	0.524643792	3.771684191	0.467371631	0.429226	0.56381613	0.18663053	0.9841725	0.5216307297	3.7733392212	0.4675166208	1.5441942116	2.7700676087	37.2759255698	6.1839385	4.846302	0.042263865	19.0326692207	-98.3183855301
950522	0.7620643	0.44535968	-9.860289	0.452043624	3.920921699	0.262475879	0.43478712	0.63089657	-0.07005859	1.010625	0.4490252117	3.9225788546	0.2626099401	1.5671101034	2.9618629633	37.2946809657	6.1709437	4.870969	0.052674074	19.0326718733	-98.3183833877
1115	0.807888	-0.22051083	-10.697652	0.391110596	3.050596531	0.242525257	0.449868	-0.032412425	-0.90906465	1.0958251	0.3880790922	3.0522394193	0.2426462269	1.5845152468	3.1183319725	37.3085113398	6.191997	4.8672776	0.0036647888	19.0326747673	-98.3183811738
50528	0.9532315	-0.43942925	-10.429111	0.669038203	1.407799128	0.865061445	0.5760426	-0.24605598	-0.64172447	1.0709189	0.666002639	1.4094383738	0.8651727007	1.6195444032	3.1861430013	37.3504444514	6.2290854	4.8638487	-0.04225174	19.0326776012	-98.3183790082
101047	0.8539652	-0.22820677	-10.232489	-0.785211524	-0.027673643	0.82724762	0.47092906	-0.03547437	-0.44537944	1.0490893	-0.7882488336	-0.0260271236	0.8273534121	1.5824759041	3.1843835445	37.3916271529	6.234796	4.856365	-0.042200077	19.0326803718	-98.3183768404
150495	0.79564404	-0.013531133	-10.465119	-0.49782384	-1.443333871	0.775513339	0.41940513	0.1724596	-0.67740405	1.071702	-0.5008593655	-1.4416836969	0.7756248985	1.5599698236	3.1127618773	37.4300486366	6.23481	4.872498	-0.07553907	19.0326830654	-98.3183746074
201113	0.770749	0.41375893	-10.119585	1.114721327	-2.389995813	0.473323989	0.4113523	0.6018037	-0.3310149	1.0368919	1.1116782501	-2.3883523175	0.4734408613	1.6159840532	2.9919722586	37.450353423	6.2354045	4.9050145	-0.09389497	19.0326859769	-98.3183722854
250520	0.69553316	0.40966237	-9.095588	1.854497295	-2.414313563	0.244909979	0.3570554	0.61352485	0.6936154	0.9322603	1.8514537624	-2.4126687017	0.2450301906	1.7071767927	2.8734751549	37.4604657457	6.229653	4.936416	-0.06707213	19.0326887306	-98.3183700418
301143	0.80375105	-0.33676973	-9.275491	-1.057698886	-2.198749909	-0.067456409	0.48415828	-0.13004541	0.51453906	0.9519647	-1.0607443152	-2.197111726	-0.0673278403	1.6513744507	2.7620799301	37.4555480095	6.242056	4.9359207	-0.05250084	19.0326915192	-98.3183677583
350552	0.8060335	-0.6586125	-9.830474	-1.216004912	-2.211262815	0.423354856	0.50543207	-0.46341765	-0.039205063	1.0101594	-1.2190489756	-2.2096270611	0.4234958239	1.5925244784	2.6533059802	37.4759742215	6.256648	4.9218416	-0.058271237	19.032694153	-98.3183655804
401031	0.75863355	-0.20686115	-9.300025	-1.364756187	-1.702099837	0.59717839	0.47468364	-0.021618452	0.49229446	0.95348483	-1.3678062459	-1.7004394941	0.5973262253	1.5279240939	2.5682658751	37.5018718703	6.2838736	4.9242682	-0.03332891	19.0326971147	-98.3183633161
450503	0.66686636	0.17395547	-9.270263	-1.707506311	-0.659578846	0.426020869	0.39327505	0.34625512	0.52287275	0.94917667	-1.7105562185	-0.6579107622	0.4261742826	1.4450039277	2.5354990291	37.5221839422	6.284544	4.9408	-0.0047439565	19.0326998601	-98.3183611051
501011	0.41109452	0.42737666	-10.29292	0.644822071	0.898786111	0.072554306	0.13670383	0.59141237	-0.4995675	1.0518519	0.6417613111	0.9004426592	0.0727115709	1.4756128893	2.582949264	37.5289157766	6.2535386	4.957895	-0.02149004	19.032702617	-98.3183588111
550481	0.6454475	0.5381696	-9.517823	2.834750411	3.577422379	-0.115915662	0.3505938	0.7208161	0.27412292	0.97519135	2.8316841112	3.5790777129	-0.1157690408	1.6142974518	2.7584174309	37.5274805262	6.241989	4.983082	-0.007373187	19.0327053545	-98.3183566241
601073	0.82755095	-0.28993168	-9.570591	3.251642694	4.628651026	0.134291688	0.49645692	-0.08167479	0.21887584	0.98190814	3.2485609127	4.6302899679	0.1344175063	1.776954157	2.9953126764	37.5386176809	6.261714	4.9725075	0.0039946	19.0327082113	-98.3183544208
650492	0.9812436	-0.5871835	-9.865843	2.970534572	4.055755097	0.707105124	0.61201215	-0.35245803	-0.07919349	1.0151079	2.9674476296	4.0573928249	0.7072090185	1.9245264653	3.1928432651	37.5765316056	6.2841296	4.9457974	-0.012111403	19.0327109073	-98.3183523947
701060	0.9442217	-0.36821342	-9.478555	0.136569433	2.338941515	0.972130883	0.5465036	-0.11742863	0.3059914	0.97422695	0.1334609667	2.3406053489	0.9722227109	1.9376222147	3.3149403338	37.6370841165	6.3107014	4.9776216	0.013602913	19.0327138238	-98.3183498282
750488	0.8414688	-0.35634965	-10.368301	-2.425460128	-0.313831369	0.644890676	0.43552437	-0.11937947	-0.58373964	1.0631931	-2.4285746944	-0.3121587696	0.6449879684	1.8204573015	3.2986441096	37.6697500274	6.3363295	4.991104	-0.010483344	19.0327166981	-98.3183474696
801096	0.5513167	0.27528256	-11.135883	-0.734425046	-2.364518904	0.110453484	0.1572532	0.4990936	-1.3502144	1.1380824	-0.7375429511	-2.362845052	0.1105564111	1.7829137248	3.179129763	37.6692230404	6.3280907	5.0042014	-0.077902235	19.0327196761	-98.3183451597
850480	0.7644213	0.36497405	-10.841922	-1.092081527	-4.487186577	-0.096889905	0.3997743	0.58277535	-1.0544459	1.1100092	-1.0951980661	-4.4855145462	-0.0967768839	1.7286553091	2.9595910906	37.6583845926	6.318201	5.031175	-0.13135685	19.0327224472	-98.3183429148
901095	0.8748002	-0.3774904	-8.912948	-1.925712034	-4.547039676	-0.157628851	0.55001336	-0.17402013	0.87704504	0.91622734	-1.9288237168	-4.5453837346	-0.1574977969	1.6268214385	2.7275027805	37.6439738042	6.3152122	5.010403	-0.08051131	19.0327250942	-98.3183407896
950509	0.76720273	-0.13990909	-8.538998	-0.709515118	-2.933806368	-0.001628243	0.4742221	0.053322993	1.2528037	0.8761984	-0.7126230818	-2.9321555868	-0.0014842637	1.5917075877	2.5838742234	37.6391580655	6.325167	5.0095797	-0.03410074	19.0327278207	-98.31833864
989	0.85545236	-0.14112723	-9.462724	-1.139446915	-1.593198542	0.168661162	0.5811749	0.043148834	0.33012682	0.9707924	-1.1425588255	-1.5915491274	0.1688111989	1.5336304892	2.5036513749	37.6433593907	6.3549366	5.0192294	-0.030753044	19.0327308102	-98.3183363305
50461	0.6222195	-0.31306577	-8.384557	0.10819771	-0.539825064	0.28772889	0.3573813	-0.13540936	1.4088725	0.8597046	0.1050853917	-0.5381750795	0.2878834615	1.5394004813	2.476945487	37.6591568594	6.3727703	5.0256824	0.044417687	19.032733611	-98.3183340073
100987	0.5987023	0.32049087	-9.90604	-1.167433616	0.226191447	-0.027360834	0.33315423	0.49698243	-0.11258303	1.0134345	-1.1705512933	0.2278419247	-0.0272039604	1.4794242866	2.4895279097	37.6580154589	6.359498	5.040806	0.03874151	19.032736463	-98.3183317252
150436	0.7508285	-0.17184138	-10.7963705	-1.460759353	-0.591120467	0.000409	0.48679712	-0.010261799	-1.0024633	1.1051908	-1.4638783207	-0.5894722287	0.0005679879	1.407623972	2.460621942	37.6550041044	6.3765273	5.0388203	-0.011540914	19.0327392938	-98.3183295409
201057	0.68447024	-0.17429061	-9.645157	-0.675526048	-1.041501471	0.112385223	0.42861688	-0.020509949	0.14928113	0.98769444	-0.6786455469	-1.0398552441	0.112545201	1.3728787997	2.4077799558	37.6566093506	6.390777	5.0297947	-0.0103957355	19.0327422119	-98.3183273134
250454	0.6734301	-0.28091905	-9.68732	-0.863675144	-0.038467296	0.317974581	0.4211507	-0.13370746	0.107418	0.9922275	-0.8667941118	-0.0368219293	0.3181342555	1.3309947137	2.405552707	37.6682443502	6.417986	5.020976	-0.004308225	19.0327451094	-98.3183251351
301040	0.6717679	0.14388043	-9.765915	-0.835855632	0.239577233	0.304554075	0.41705808	0.2845704	0.028910039	0.99951494	-0.8389865903	0.2412250922	0.3047116056	1.2888090368	2.4198771315	37.6851856478	6.418386	5.0399013	0.009080735	19.032748014	-98.3183227662
350463	0.5830973	0.17379233	-8.937831	-0.406125325	0.950512272	0.253490196	0.32464272	0.308905	0.8569937	0.9146366	-0.4092602678	0.9521612311	0.2536503826	1.2693628811	2.466272178	37.7008689764	6.411883	5.0578012	0.053936455	19.0327507645	-98.3183204712
401025	0.7566859	-0.25055742	-9.658268	-1.901972118	1.239916114	0.080842337	0.48679674	-0.12456888	0.13626412	0.98992133	-1.9051199247	1.2415508062	0.0810042127	1.1695054396	2.5309250791	37.7086377854	6.424366	5.063777	0.05644739	19.0327536351	-98.3183180751
450458	0.75238097	-0.045142807	-10.486563	-1.0154997	1.023030211	0.243684795	0.47458696	0.06399874	-0.6920443	1.0734926	-1.0186510736	1.0246584527	0.2438476192	1.1200975207	2.5808294768	37.7174289977	6.4525895	5.068366	0.01592387	19.0327566004	-98.3183158402
501071	0.65819335	0.4895226	-9.805112	0.23116225	0.334306265	0.095141414	0.37356284	0.5988164	-0.010979259	1.004218	0.2279989431	0.3359378455	0.0952965638	1.1319718046	2.6001176275	37.7213073309	6.470822	5.111436	-0.004357851	19.0327597673	-98.3183133296
550457	0.6990945	0.010357964	-10.101923	-2.173781318	-1.052881781	-0.383238423	0.4168753	0.111851335	-0.3075385	1.0339043	-2.1769490076	-1.0512504282	-0.3830804562	1.024432677	2.5489862242	37.7026247904	6.470934	5.117719	-0.011190374	19.0327625384	-98.3183110595
600947	0.74739337	-0.37774545	-9.456074	-3.649491803	-2.014015907	-0.135291543	0.47897497	-0.3023179	0.33944947	0.9698654	-3.6526604033	-2.0123971526	-0.1351214616	0.8360993934	2.4465376366	37.6946009877	6.4876547	5.1075945	0.024612145	19.0327654246	-98.3183087162
650408	0.8405345	-0.3829435	-9.680573	-2.403216782	-1.067226848	0.181427241	0.5849548	-0.33482733	0.115927346	0.9935815	-2.4063843205	-1.0656145437	0.1816080516	0.7184998525	2.3941851473	37.7009491173	6.510921	5.0918555	0.014454763	19.0327682309	-98.3183065317
700958	0.37686783	0.19303513	-10.175175	-2.351163455	-1.159290436	-0.096917832	0.13145728	0.21983127	-0.37804207	1.0391301	-2.3543367612	-1.1576722127	-0.0967260939	0.5994426353	2.3368189956	37.6999679986	6.4941297	5.108897	-0.015838116	19.0327711157	-98.3183040309
750402	0.66372865	0.52562785	-10.108762	-0.024091154	-0.093418034	-0.193714941	0.42431936	0.5427589	-0.31126967	1.0352452	-0.0272660156	-0.0917984634	-0.1935164106	0.5977193406	2.3324188359	37.690402091	6.5118604	5.1518016	-0.02090593	19.0327741554	-98.3183015713
801012	0.5096018	0.34370673	-8.492421	-0.270663928	1.960956721	-0.577834687	0.26240095	0.36018538	1.3047807	0.8691182	-0.2738468915	1.9625596907	-0.5776375979	0.5794869475	2.4332718914	37.6626952009	6.526389	5.182427	0.051827777	19.0327772719	-98.318299017
850430	0.88584757	-0.37014326	-9.540595	-1.429336081	3.495492894	-0.261030136	0.6138935	-0.36058322	0.25561887	0.9798342	-1.4325251721	3.4970893364	-0.2608387962	0.5088139936	2.6047509243	37.6518300396	6.5851107	5.198859	0.061276566	19.0327803798	-98.3182965082
900993	0.52372587	-0.47303203	-10.266227	-2.228522096	3.839543182	0.051045471	0.21993263	-0.4806828	-0.4712873	1.0507632	-2.2317111876	3.8411523749	0.051235649	0.3978938844	2.8005481627	37.6612065232	6.6050773	5.1976156	0.053664777	19.0327834082	-98.3182938947
950446	0.5363875	0.59454733	-9.404318	-1.7279263	6.009442069	0.02398485	0.19247119	0.5727083	0.38877043	0.9630435	-1.7311190342	6.0110539933	0.024168686	0.3132200672	3.0950716874	37.6645530124	6.60139	5.225466	0.07594592	19.0327863838	-98.3182914878
986	0.5728797	0.01912244	-10.980651	-2.669387585	5.63680759	-0.944064042	0.17842178	-0.025163122	-1.1902418	1.1222719	-2.6725753099	5.6384031221	-0.9438954121	0.172585865	3.3800408399	37.6122404417	6.634995	5.2244105	-0.010840544	19.0327896841	-98.3182889986
50416	1.2164938	0.27946985	-11.313151	-1.306048434	4.644843128	-0.853674229	0.7744329	0.21790288	-1.5255004	1.1623421	-1.3092396505	4.6464307674	-0.853516907	0.1060549181	3.6079065754	37.577539438	6.6369176	5.2614956	-0.059324045	19.0327924317	-98.3182865081
101038	1.025406	0.29506803	-10.362017	-0.790897505	0.869941691	-0.83477502	0.5615571	0.22396056	-0.5755119	1.0637634	-0.7940935023	0.8715268257	-0.8346118541	0.0628695055	3.6523856779	37.5389649581	6.625742	5.276941	-0.053332753	19.0327952298	-98.3182840649
150381	0.9989514	0.108357534	-9.727414	0.352522418	-0.891048038	-0.742197497	0.5363272	0.03740483	0.059180144	0.9989597	0.3493250542	-0.8894651033	-0.7420344076	0.0776069857	3.6088145352	37.4998562056	6.664539	5.2895737	-0.069836	19.0327982868	-98.3182816711
200926	0.6561039	-0.14404112	-10.9457245	0.659106501	-2.99839719	-0.642600817	0.20954955	-0.2141341	-1.1581963	1.1195269	0.6559051151	-2.9968113717	-0.6424338571	0.1095152437	3.4570000723	37.4673918611	6.6795244	5.280726	-0.14679906	19.0328013419	-98.3182791706
250383	1.128981	0.24138255	-10.965406	0.621790976	-5.404540481	-0.144768516	0.71695805	0.18130893	-1.1758274	1.126001	0.6185912983	-5.402952841	-0.14459002	0.1395359362	3.1923593841	37.4662067474	6.671777	5.3057613	-0.18301137	19.0328040833	-98.31827673
300923	0.8050549	-0.18719183	-9.442962	0.727176925	-5.029780447	-0.279813498	0.43991882	-0.24431205	0.34928513	0.9683494	0.7239931459	-5.0281879504	-0.2796135064	0.1766351806	2.9341706444	37.4507201283	6.704608	5.304449	-0.17663038	19.032807228	-98.3182742255
350373	0.6698461	0.16548865	-7.740242	0.709202068	-3.43837612	-0.459696813	0.34519014	0.11589756	2.0539916	0.7938811	0.7060260298	-3.4367833195	-0.4594863674	0.2100746864	2.765838052	37.426804145	6.719696	5.3115807	-0.10066101	19.0328102159	-98.3182718566
400987	0.83806837	0.19517732	-7.861401	2.244292092	-0.497977557	-0.938243431	0.52843016	0.15539017	1.9335282	0.80817777	2.2411148403	-0.49638673	-0.9380290385	0.3220184133	2.74105509	37.3807377065	6.7208686	5.3211164	0.008072921	19.0328131595	-98.318269427
450379	0.56339294	0.41173682	-10.169386	1.801018887	1.276067698	-1.447737673	0.24719931	0.38888463	-0.37484667	1.0401751	1.7978367774	1.2776577664	-1.4475273032	0.4067732062	2.8041545025	37.3140653461	6.705228	5.339686	-0.016534608	19.0328160277	-98.318266982
500960	0.8058615	-0.3154622	-9.738373	2.062500688	1.803445273	-0.868828446	0.47581977	-0.32153836	0.055325788	0.9987737	2.0593123559	1.8050329129	-0.8686242989	0.509199368	2.8969406492	37.2685380372	6.739214	5.325546	-0.025634058	19.0328191685	-98.318264548
550402	0.81287175	-0.4693192	-10.386868	1.391854279	1.605682914	-0.546405647	0.46780476	-0.46096405	-0.59399015	1.0653256	1.3886621526	1.6072694907	-0.5462156162	0.5758289259	2.9758845828	37.2382399251	6.76262	5.286724	-0.029816136	19.0328221012	-98.3182623881
600948	0.94966775	-0.05190255	-10.320553	2.89241785	1.428943269	-0.339441884	0.5914938	-0.029255273	-0.5284608	1.0585746	2.889213125	1.4305380424	-0.3392624401	0.7232566239	3.051146589	37.221395768	6.780135	5.288837	-0.05762722	19.0328251777	-98.3182599616
650372	0.7720474	0.37789106	-9.483483	2.761876239	1.087577852	-0.612184884	0.40281916	0.42869297	0.3076624	0.9721778	2.7586666569	1.0891779374	-0.6120156475	0.856909462	3.1049672654	37.1946627111	6.7712293	5.3118544	-0.054301787	19.0328281145	-98.318257579
700978	0.8513724	0.08811357	-9.920442	1.523872274	1.660252634	-1.424481031	0.46866935	0.15503211	-0.13027233	1.0168599	1.5206440229	1.6618305597	-1.4243192311	0.9262011999	3.1923891334	37.1211832325	6.7804327	5.311167	-0.057145867	19.0328312372	-98.3182552276
750341	0.81409127	-0.40283886	-10.1322565	0.808875701	0.845145751	-1.264874384	0.42047247	-0.32719254	-0.34279695	1.0391705	0.8056395577	0.8467151011	-1.2647185043	0.9622467643	3.2349029628	37.0604242981	6.785084	5.288192	-0.068372	19.0328341093	-98.3182529919
800879	0.9292078	-0.3581442	-9.597788	-0.661700531	0.547684714	-1.345150053	0.52847344	-0.28227496	0.19129767	0.9860218	-0.6649551157	0.5492611975	-1.3449967532	0.925616991	3.2672510423	36.9930039562	6.7997727	5.2747207	-0.057762552	19.032837146	-98.3182506306
850341	0.9835462	-0.40464798	-10.257595	-0.510115979	-0.115815941	-1.321164554	0.580041	-0.33595863	-0.46854082	1.0536478	-0.5133783054	-0.1142406247	-1.3210100396	0.8967551919	3.262674512	36.9280145544	6.8242197	5.2643676	-0.081437275	19.0328401464	-98.3182483335
900874	0.91824335	-0.11127227	-9.178729	0.018710787	0.016374035	-1.275369653	0.51588744	-0.04379247	0.61042756	0.94261	0.0154232822	0.0179520269	-1.275216505	0.8938233711	3.2689552504	36.862163031	6.834216	5.257874	-0.0516023	19.0328432164	-98.3182460067
950354	0.72585374	-0.031330206	-10.350618	0.00660963	-0.847560603	-1.52206364	0.32575426	0.035631843	-0.56134546	1.0593995	0.0033123892	-0.8459845744	-1.5219104917	0.8897037805	3.2286635091	36.7861870423	6.8289275	5.2465343	-0.09293401	19.0328461528	-98.3182437861
1005	0.9463594	-0.22823666	-9.657634	-1.706521246	-1.134995453	-1.708400155	0.553456	-0.17151207	0.13219285	0.9917529	-1.7098422361	-1.1334329339	-1.70824382	0.795183297	3.1755200839	36.6972549437	6.8417845	5.234233	-0.08841465	19.032849216	-98.3182414766
50381	0.9102987	-0.5732252	-9.762968	-0.952550172	-0.836221881	-1.332541979	0.5256648	-0.52745503	0.027477361	1.003757	-0.9558795102	-0.8346677858	-1.3323829117	0.7446278304	3.1354511586	36.627073384	6.880688	5.20556	-0.08842619	19.0328523169	-98.3182392866
100940	0.8418021	-0.2986602	-9.397231	-3.212173915	-1.065082548	-1.397102141	0.46404576	-0.2718166	0.3938591	0.9644678	-3.2155261715	-1.063526403	-1.3969435293	0.57712651	3.0862252264	36.5530717753	6.9026437	5.1900835	-0.061032668	19.0328554808	-98.3182369714
150346	0.91518116	-0.13544953	-9.702365	-2.399888355	-0.185023222	-1.509865225	0.54094064	-0.13650085	0.08922956	0.9956581	-2.403249719	-0.1834715928	-1.5097000867	0.4553750489	3.0778857172	36.479043453	6.905626	5.1803155	-0.058012728	19.032858392	-98.3182347736
200913	0.7073019	0.08417321	-9.610653	-0.113410093	-0.15667918	-1.656919957	0.33494803	0.071891986	0.18114349	0.9839845	-0.1167974111	-0.1551375397	-1.6567457115	0.4429784073	3.0744970327	36.3997379747	6.8895955	5.1924357	-0.053306054	19.0328613783	-98.3182323064
250316	0.9725894	0.32004195	-10.259867	2.602557068	0.130568125	-1.600889335	0.59875983	0.31990144	-0.46828008	1.0528158	2.5991583654	0.1321048327	-1.6007214643	0.5658966545	3.0815114851	36.3104537419	6.9338984	5.194536	-0.09672465	19.0328647254	-98.3182301565
300932	0.78097534	0.038450867	-9.969115	3.115292083	0.013342779	-1.645280708	0.40783438	0.05986968	-0.17775801	1.0210903	3.1118684886	0.0148629731	-1.6451316578	0.7165593198	3.0865515576	36.2248171337	6.957239	5.2042575	-0.10281073	19.0328680322	-98.3182277102
350325	0.9523875	-0.21096312	-9.8196745	3.179360168	-0.892187161	-1.229923927	0.58111584	-0.1622375	-0.028524263	1.0081694	3.175925949	-0.8906710112	-1.2297748012	0.869050958	3.0438385902	36.1705787533	6.9730725	5.2276974	-0.09478839	19.032871053	-98.3182251943
400836	1.0352318	-0.6108901	-9.446834	0.953173693	-1.236760795	-0.999730008	0.6725677	-0.5444507	0.34450236	0.9735663	0.9497277865	-1.2352449479	-0.9995754177	0.9141816607	2.9834800567	36.1229386391	7.0147505	5.2344513	-0.09184512	19.0328742814	-98.3182226138
450328	0.7683274	-0.4359787	-9.349703	1.356601852	-1.327917638	-0.886941273	0.41734004	-0.36169016	0.44211417	0.95956486	1.3531526062	-1.3264028534	-0.8867819773	0.9782042112	2.9192198156	36.0789922913	7.033038	5.221834	-0.061143264	19.0328773581	-98.3182203073
500829	0.837466	0.37723413	-9.914079	1.348215138	-2.076803104	-1.253581577	0.49950698	0.4628305	-0.12174107	1.0164682	1.344761643	-2.0752810346	-1.2534233446	1.0448890935	2.8156695943	36.0101099853	7.0407996	5.238451	-0.059969846	19.0328806571	-98.3182179592
550305	0.7310518	0.07789015	-9.967681	1.346568	-2.943464559	-1.880935136	0.4150416	0.17454307	-0.17444745	1.0204598	1.3431123799	-2.9419418818	-1.8807719699	1.1061975545	2.673306899	35.9176346881	7.059404	5.2662435	-0.06460597	19.0328838845	-98.3182154669
600952	1.0056664	-0.4608452	-9.470981	1.619872708	-3.590121066	-1.724869259	0.7175872	-0.35365894	0.32332626	0.9746315	1.6164090428	-3.5886172105	-1.7246951654	1.1814277625	2.4926090839	35.8289551547	7.112152	5.2859435	-0.058931604	19.0328872891	-98.3182128299
650325	0.9560511	-0.28331608	-8.826138	1.992513865	-2.98722209	-1.578156796	0.6960123	-0.15978655	0.96902025	0.9079394	1.9890473161	-2.9857252158	-1.5779740505	1.2755347919	2.3480470677	35.7514904883	7.137793	5.2981434	-0.029867599	19.0328904061	-98.3182104111
700908	0.7920187	-0.5584817	-9.538126	0.300243182	-2.939671527	-1.577852625	0.5574975	-0.42667288	0.2578994	0.9796526	0.2967748689	-2.9381710103	-1.5776606207	1.2883280397	2.2007227711	35.6687000958	7.1688423	5.2892118	-0.001223477	19.0328936935	-98.3182079454
750323	0.8027922	-0.40751958	-9.43006	1.418050028	-2.530532116	-1.133725266	0.59118265	-0.26925522	0.3667254	0.9678949	1.4145810509	-2.5290315989	-1.1335208156	1.3555278425	2.0781780973	35.6150518437	7.2015214	5.3070188	0.016002523	19.0328969169	-98.3182054063
800882	0.7326705	0.000997	-9.000939	1.475697432	-0.722099362	-1.167430656	0.53480166	0.15249105	0.7960238	0.92237115	1.4722322492	-0.720596417	-1.1672204377	1.4292714218	2.0423774331	35.5564761414	7.2361994	5.339455	0.050999217	19.0329004025	-98.3182027679
850286	0.7290604	-0.2571137	-9.11821	-1.14713953	0.18833057	-1.460063736	0.5336142	-0.102148786	0.6787427	0.9348571	-1.1506065338	0.189831865	-1.4598523036	1.3703643794	2.0534617677	35.4863358664	7.271635	5.35342	0.08244969	19.032903713	-98.3182002753
900890	0.8136062	-0.69086504	-9.153622	-3.057012052	0.921891958	-1.656517583	0.6131315	-0.5571862	0.64363045	0.9420118	-3.0604799667	0.9233827603	-1.6563023563	1.2107443763	2.1016959565	35.4020543676	7.3348794	5.350928	0.10944368	19.0329072633	-98.3181976805
950286	0.79254144	-0.5705861	-9.282898	-3.825116912	2.331793494	-1.661440328	0.5777114	-0.46778524	0.5144538	0.9539182	-3.8285878625	2.3332756452	-1.6612203961	1.0201854377	2.2176142843	35.324745126	7.376035	5.351646	0.13126542	19.0329105738	-98.3181951836
817	0.94954276	-0.10025575	-10.31679	-3.359472864	2.581016776	-1.666299932	0.712804	-0.0302533	-0.5196921	1.0582466	-3.3629389569	2.5824975608	-1.6660771159	0.8472434542	2.3491122736	35.2430378497	7.3936715	5.3611007	0.108605266	19.0329139019	-98.3181926979
50288	0.7417397	0.33010262	-10.817058	-0.686465203	2.085970888	-1.960244408	0.4846883	0.38349813	-1.0205182	1.1071333	-0.6899340282	2.0874457533	-1.9600247798	0.8094411651	2.4527409662	35.1462592298	7.3879104	5.3645515	0.0620565	19.0329170941	-98.3181904351
100823	0.7722834	-0.02750945	-9.960088	0.341269605	1.434874909	-2.017279524	0.49952492	0.023605188	-0.16414152	1.0201379	0.3377940633	1.4363400604	-2.0170699126	0.8215243768	2.527335587	35.0412843828	7.392526	5.348175	0.059556097	19.0329203942	-98.3181881363
150260	1.1250196	-0.51210445	-9.937572	-0.187846139	0.47195059	-1.703004154	0.8432352	-0.46073568	-0.14203541	1.02358	-0.1913267278	0.4734094424	-1.702800311	0.8084510912	2.5517119251	34.9575662988	7.4481883	5.348861	0.04308178	19.0329237767	-98.3181857004
200939	0.9042056	-0.6551041	-10.134209	-1.194654651	-0.074858086	-1.148139242	0.6204227	-0.60921615	-0.33869305	1.0418223	-1.1981501146	-0.0733950167	-1.1479318317	0.7454757605	2.5513303452	34.9021938034	7.489028	5.345193	0.024561318	19.0329272217	-98.318183091
250300	0.75091326	-0.16745421	-10.681465	-0.394200535	-0.288762791	-0.82231334	0.46901184	-0.13025041	-0.8857397	1.0934596	-0.3977011971	-0.2873006756	-0.8220989475	0.7242740185	2.5378434536	34.866943956	7.478334	5.3466573	-0.015933137	19.0329303116	-98.3181806733
300859	0.7879114	0.4185021	-9.887386	1.514957056	-0.528963962	-1.045785594	0.50921166	0.45805854	-0.091531254	1.0133934	1.5114489187	-0.5275045786	-1.045566876	0.7984869836	2.5125747893	34.811326181	7.4753265	5.358052	-0.023665728	19.032933699	-98.3181782989
350276	0.7388011	0.19556622	-9.121305	0.025696746	-0.804867443	-1.831347507	0.4651922	0.24434783	0.6746834	0.93465245	0.0221849667	-0.80341155	-1.8311365299	0.7955578949	2.474386291	34.7149628365	7.4878187	5.347241	0.020507295	19.0329370344	-98.3181761255
