Microseconds	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Acceleration X	Acceleration Y	Acceleration Z	G Force	Angular Velocity X	Angular Velocity Y	Angular Velocity Z	Roll	Pitch	Heading	Velocity North	Velocity East	Velocity Down	Latitude	Longitude
550041	1.5470695	-0.27313787	-9.409928	-2.01317291	-5.592359754	-0.158840451	1.1860325	-0.20920588	0.384599	0.9746677	-2.0177977072	-5.5905432277	-0.1570645922	1.0869720898	2.4375967672	24.7933292649	2.1214094	0.9705092	-0.05757426	19.053240206	-98.3094662293
600417	1.0400876	-0.28801125	-8.438477	-2.452942533	-4.031968736	0.255046834	0.7208322	-0.24321891	1.3582159	0.8690976	-2.4575618655	-4.0301506913	0.2568423007	0.9644608081	2.2359002185	24.8030141696	2.1537037	0.99158967	0.026227646	19.0532410951	-98.309465627
650068	0.6280011	0.023936363	-8.478657	-2.335215267	-2.146028741	0.369661146	0.33501053	0.047875978	1.3194247	0.8676808	-2.3398314126	-2.1442117591	0.3714700833	0.8481102052	2.1283537294	24.8194673364	2.196093	0.99622214	0.07620246	19.0532422822	-98.3094652138
700459	0.315673	0.2196147	-9.228338	-1.331239538	-0.85826442	0.171557903	0.034946654	0.22741611	0.57041174	0.9419653	-1.3358532549	-0.8564481965	0.173371849	0.7816170993	2.0854100534	24.8271487189	2.2136211	1.0020846	0.09699214	19.0532434373	-98.3094648051
750033	0.29923564	0.4000228	-9.79344	-0.384875316	-0.491945931	-0.275716694	0.023906415	0.4005345	0.0056027984	0.99980754	-0.3894910821	-0.4901344128	-0.2739001859	0.7582439643	2.0564527834	24.8130754936	2.19068	1.0117342	0.09733935	19.0532442991	-98.309464424
800378	0.5926728	0.07746046	-9.49373	-0.280337165	-0.196362304	-0.327596667	0.321382	0.07510353	0.30550036	0.9705591	-0.2849699494	-0.1945730218	-0.3257772561	0.7434066685	2.046941062	24.7969088912	2.1980267	1.0307796	0.11308657	19.0532452341	-98.3094638796
850007	1.0679841	0.014375526	-9.705326	0.05736221	-0.01962049	-0.209788236	0.79722655	0.009740334	0.09394131	0.99666053	0.052729141	-0.0178314124	-0.2079671177	0.7458844335	2.0470495861	24.7869495647	2.2210865	1.0619364	0.09520926	19.0532461209	-98.3094632945
900366	1.3627356	0.015445257	-9.414219	1.115222587	0.185416508	0.221043287	1.0908077	0.01719262	0.38492435	0.9712807	1.1105901251	0.187210704	0.2228658283	0.8018148794	2.0562598685	24.7986865617	2.2576408	1.097893	0.13311128	19.0532470178	-98.3094627071
950000	1.1755189	0.06261864	-9.409701	0.197257191	-0.11909577	0.410220327	0.9033844	0.07113896	0.38934165	0.96807194	0.1926261333	-0.1172969825	0.4120401927	0.8131444936	2.0530367781	24.8185250738	2.3217077	1.1014661	0.14206025	19.0532482451	-98.3094623795
406	1.2950784	-0.3175269	-9.58864	-1.678142417	-1.420364855	0.517470082	1.0277874	-0.31500575	0.21065268	0.9888502	-1.6827667591	-1.418551364	0.5192908966	0.7298922285	1.9817620845	24.8434197473	2.3816864	1.1048634	0.15428156	19.053249358	-98.3094619202
49999	0.67983735	-0.37357104	-9.873142	-2.144593339	-2.023695651	0.584319686	0.42859828	-0.38967976	-0.07306116	1.0110928	-2.1492134307	-2.0218830711	0.5861497212	0.6253518955	1.8799069644	24.8715831976	2.400054	1.0935048	0.14685844	19.0532503572	-98.3094614807
100407	0.50230473	0.21536076	-10.224665	-0.358770826	-1.980605809	0.329377107	0.26847532	0.1894014	-0.42389846	1.0443792	-0.363378472	-1.9787947468	0.3312167429	0.6076761627	1.7807968215	24.887446236	2.405461	1.1211722	0.12755056	19.0532514214	-98.309460895
150003	0.6520783	0.5907751	-9.868048	0.736929448	-0.986583032	-0.081735422	0.431827	0.56668913	-0.06688833	1.0101445	0.7323214992	-0.9847724246	-0.0798915369	0.6412935949	1.7296273209	24.8825989267	2.4304256	1.1508564	0.116875194	19.0532526509	-98.3094604584
200374	0.63235456	0.45819813	-9.85767	1.120752005	0.009854496	-0.206657657	0.41667694	0.4412485	-0.056472454	1.0084072	1.1161297121	0.0116567578	-0.2048158202	0.6968012522	1.7303259734	24.8717119087	2.4612849	1.1645685	0.09982611	19.053253925	-98.3094600973
250053	0.96143425	-0.055760074	-9.849445	2.614930031	1.37811376	0.210603779	0.7396352	-0.057303272	-0.048649024	1.0101725	2.6103058412	1.3799176891	0.2124394876	0.8264261001	1.7989221703	24.8829899171	2.4947045	1.163128	0.07917477	19.0532550353	-98.3094597402
300434	1.4562783	-0.011879916	-9.399932	3.924732641	2.790376038	0.850672209	1.216182	0.015250402	0.39984626	0.9713791	3.9201017727	2.7921843683	0.8524964768	1.0238913465	1.9378251472	24.9283350876	2.5344553	1.1991163	0.10078562	19.0532560415	-98.309459166
349998	1.3646549	-0.050945368	-9.181775	3.068458842	3.997480834	1.166003677	1.0959282	0.008547038	0.61644554	0.9480067	3.0638267593	3.9992988786	1.167812691	1.1796119946	2.1391610619	24.9906385554	2.5716362	1.2140164	0.1205782	19.0532570839	-98.3094587382
400337	1.7030739	-0.24276398	-9.266543	0.821102499	4.762347577	1.158171879	1.3958821	-0.1662571	0.529904	0.96303505	0.8164683673	4.7641838358	1.1599636653	1.2229182778	2.3760919762	25.0538575721	2.6510582	1.2451986	0.15837643	19.0532583626	-98.3094581438
450000	1.6416576	-0.525218	-9.707764	-0.506260034	5.025711779	1.075777562	1.2925704	-0.44840783	0.08692663	1.0076143	-0.5108959491	5.0275531981	1.0775495403	1.201850787	2.6290906828	25.110067904	2.795654	1.2068129	0.146944	19.0532601913	-98.3094579605
500331	1.3476944	-0.22810458	-9.939944	-0.985412717	4.994924626	0.722159847	0.95565253	-0.15782465	-0.14717652	1.0246929	-0.9900407013	4.9967812228	0.7238903136	1.1542923316	2.8781011661	25.1458131678	2.9471238	1.1506526	0.10780281	19.0532623359	-98.3094580117
549999	1.1683983	-0.02913239	-10.099833	-2.266209107	3.95339849	0.232109977	0.73863137	0.026365064	-0.3087777	1.0379224	-2.2708434663	3.9552508368	0.2337767519	1.0337517112	3.0697626491	25.1464810085	3.1839833	1.0546596	0.046204958	19.0532653883	-98.3094584754
600376	1.277175	-0.094246276	-10.164302	-2.993450008	2.782083277	0.087710358	0.82053304	-0.06521861	-0.37439114	1.0460126	-2.9981209467	2.7839031434	0.0892637992	0.8837981713	3.2087257316	25.1255132385	3.5106485	0.9107202	-0.035356108	19.0532692644	-98.3094593902
649998	1.4164684	0.15837447	-10.268664	-3.091042179	1.331382517	0.257565789	0.9436981	0.15960044	-0.47931397	1.0582737	-3.0957273855	1.3331897847	0.2590670451	0.7115247874	3.2628961137	25.1339717447	3.637048	0.9038746	-0.083497845	19.0532715773	-98.3094592352
700399	1.7556976	0.13753785	-10.113256	-2.60927342	-0.070223195	0.552822914	1.2802386	0.110397704	-0.3237964	1.0482396	-2.6140248033	-0.0684732346	0.5542845361	0.6286767177	3.2594618946	25.1519403028	3.8029943	0.8698858	-0.13002019	19.0532741592	-98.3094593755
749998	1.8930981	0.3292967	-8.938855	0.539792582	-0.117024695	1.210840986	1.421146	0.29894185	0.8507574	0.9338072	0.5355694383	-0.1152806538	1.2122558213	0.6470878721	3.2452129057	25.2019457873	3.9846363	0.83908814	-0.12549002	19.053276904	-98.3094596124
800328	1.6860085	0.72778755	-8.843145	2.516272806	0.188206565	1.3859448	1.2151616	0.710619	0.94629174	0.9216781	2.5120144103	0.1899213405	1.3873208552	0.7764845158	3.2538159084	25.2652570875	4.111313	0.86982685	-0.107901365	19.0532794099	-98.3094594337
850021	1.6157341	0.03026762	-8.7947445	3.280086334	0.331240421	1.604058239	1.1418602	0.03745096	0.9941609	0.913559	3.2758282421	0.3329617044	1.6054172952	0.9423619587	3.2673979673	25.3444557112	4.1389227	0.8985537	-0.068984255	19.0532810329	-98.3094589644
900363	1.1967181	0.06909657	-10.428087	3.083992513	-0.21059084	2.015505799	0.7209574	0.106403686	-0.6397904	1.0714631	3.0797292611	-0.2088688544	2.0168502841	1.1020704507	3.255152197	25.4438376957	4.1534424	0.92869794	-0.10762558	19.0532827624	-98.3094584123
950020	0.91316205	0.35170773	-10.686302	1.625494105	-1.321119171	1.697714097	0.44545776	0.4116155	-0.89794374	1.0947285	1.6212332813	-1.3193900705	1.6990558495	1.1865501767	3.1855835329	25.5275436372	4.130732	0.9956315	-0.12992045	19.0532843452	-98.3094575858
308	0.9367648	-0.18865155	-11.118792	2.747241116	-0.949049549	0.987624029	0.48067924	-0.11188934	-1.3301091	1.1391296	2.7429784713	-0.9473230287	0.9889659331	1.3263639972	3.1371517239	25.5756694536	4.115205	1.0238092	-0.19135126	19.0532858813	-98.3094568738
49999	1.191831	0.14415607	-10.680119	5.083643319	1.212486302	0.851551103	0.73559296	0.25458068	-0.89223593	1.0968857	5.0793815843	1.2142182864	0.852885494	1.5824488869	3.1955583411	25.6189431037	4.111992	1.0577359	-0.24293932	19.0532874614	-98.3094563028
100303	1.1906426	-0.121085465	-9.549648	3.887482914	4.196048094	0.971392312	0.7107977	0.03305749	0.2357246	0.9828502	3.8832187511	4.1977820509	0.9727105382	1.7797953639	3.4039134136	25.6749202985	4.0702825	1.1189184	-0.22850172	19.0532886448	-98.3094553761
149999	1.3050892	-0.71307343	-10.292492	-0.795699507	4.750072058	1.526070077	0.7851361	-0.54561675	-0.5099084	1.0626642	-0.7999644294	4.7518129972	1.5273688754	1.7489018112	3.6407075723	25.7576985485	4.100971	1.1126028	-0.26744646	19.0532903199	-98.3094548145
200308	1.180096	-0.9190691	-10.919962	-2.405361006	3.170133949	2.041656013	0.62535214	-0.7675525	-1.139085	1.1261847	-2.4096139375	3.1718864233	2.0429435799	1.6353834601	3.7962285512	25.8647522014	4.086247	1.1100749	-0.3233536	19.0532916574	-98.3094541053
250000	1.105617	0.010621781	-10.182538	-0.844829362	0.695034055	1.89942719	0.5348739	0.14982668	-0.4023213	1.0455332	-0.8490792572	0.6967924488	1.9007133902	1.6035127349	3.8301833947	25.9628495032	4.00947	1.1865078	-0.32598874	19.053292656	-98.3094530411
300316	1.2203792	0.60124516	-8.798556	-0.462964565	-1.016781651	0.938856857	0.6512811	0.73815274	0.9818868	0.9083028	-0.4671989791	-1.0150109622	0.9401485221	1.5831754672	3.7781403889	26.0079372515	3.9999602	1.2435161	-0.28021222	19.0532942063	-98.3094523624
350001	1.4069828	0.1321989	-8.190444	-3.45781757	-0.869241444	0.299278646	0.8472689	0.25315467	1.591035	0.8489663	-3.4620492517	-0.867470604	0.3005671986	1.4110627446	3.7348087581	26.0188315551	4.066645	1.2530729	-0.21161924	19.0532962275	-98.3094519343
400303	1.6364795	-0.49658355	-8.916044	-1.900191867	-1.181785057	0.729869234	1.0857551	-0.4018182	0.86670196	0.92823994	-1.9044215758	-1.1800137615	0.7311612018	1.3181134322	3.6749729618	26.0541202586	4.096994	1.283695	-0.1494708	19.0532977803	-98.3094510972
450048	1.6166008	0.4202569	-8.871578	2.652598373	-1.351271117	1.158051136	1.0754974	0.5187365	0.9117172	0.92161804	2.6483724586	-1.3494920802	1.1593461403	1.4575356553	3.6111789949	26.1105442996	4.1003814	1.3448651	-0.11035933	19.0532992874	-98.3094503312
500314	1.2696799	1.3025006	-8.848727	7.592051541	-2.502403575	1.284227801	0.74495333	1.4489548	0.93434614	0.92058635	7.5878392873	-2.5005916019	1.2855193142	1.840686045	3.4843618101	26.1711210956	4.058769	1.4317896	-0.052127223	19.0533006975	-98.3094496026
549999	1.1526183	0.4299277	-8.588615	5.34326488	-1.633354742	0.884134292	0.64622176	0.6362733	1.1937424	0.8853742	5.3390556625	-1.6315310816	0.8854258812	2.1095784501	3.4040536601	26.214064468	3.9991646	1.5117044	0.026436513	19.0533018076	-98.3094485496
600269	1.0959569	-1.4437696	-9.801402	2.968201379	-1.716738754	1.607441004	0.6029454	-1.2012631	-0.019526787	1.0194987	2.9639930717	-1.7148949064	1.6087354011	2.2623187831	3.3152754684	26.2921071202	4.0190454	1.5016658	0.02659729	19.0533032956	-98.3094475406
649998	1.2252644	-1.2403328	-12.053266	2.762983033	-1.304882749	2.051091085	0.74441636	-0.97514325	-2.2715816	1.2442803	2.7587798863	-1.3030302496	2.0523868477	2.406303876	3.2460707775	26.3920986611	4.060394	1.4971539	-0.10312647	19.0533050623	-98.3094466445
700279	0.9364357	0.16071194	-12.747817	2.213513135	-2.793970235	1.617349332	0.47320187	0.4495958	-2.9661267	1.304125	2.2093151491	-2.7921087809	1.6186449431	2.5209361551	3.1031112754	26.4664451185	4.0451293	1.532194	-0.2391235	19.053306744	-98.3094459082
749999	0.50341	0.086955674	-12.014595	0.089765164	-4.317114259	0.29820585	0.07241829	0.38639134	-2.2315967	1.226675	0.0855717879	-4.3152476442	0.2995102838	2.5255101052	2.886882968	26.4717635591	4.005318	1.561727	-0.34238747	19.0533083225	-98.3094450947
800298	1.0080023	-0.7573457	-9.469252	-4.673924556	-5.685378431	0.192102561	0.61781865	-0.47427905	0.31650177	0.97626686	-4.6781122204	-5.6835139413	0.1934237477	2.2914991726	2.6025376394	26.4690290549	4.031269	1.5606384	-0.33420387	19.0533100162	-98.3094442915
849998	0.044060573	-1.4134086	-8.946582	-8.97374174	-5.923444219	0.316116656	-0.29260686	-1.1932107	0.8440407	0.92599565	-8.9779218157	-5.9215851936	0.3174669839	1.8434648696	2.306116081	26.4730336707	4.0521727	1.4987283	-0.31659788	19.0533118723	-98.3094435748
900249	0.34328324	-0.57786334	-8.6094885	-6.638142464	-4.43162405	0.489631445	0.050298415	-0.427401	1.1851715	0.88205147	-6.6423146475	-4.4297726135	0.4910061347	1.5120393506	2.0839989363	26.4905918103	4.068761	1.4948008	-0.25178623	19.0533137152	-98.3094427325
950009	-0.04341768	0.7234006	-8.653442	-4.215845017	-2.452810634	0.301290136	-0.30694854	0.8306061	1.1434736	0.88453203	-4.2200135577	-2.4509645099	0.302677784	1.3014036021	1.9610008898	26.5008741289	4.0514507	1.513468	-0.18886195	19.0533156421	-98.3094421161
290	-0.14635299	0.65450513	-8.510631	-5.002517975	-1.99990671	-0.268267215	-0.39007026	0.7202453	1.2879139	0.8695627	-5.0066843899	-1.9980666568	-0.266865812	1.0505658914	1.8613777237	26.4859703526	3.988679	1.5621033	-0.11009561	19.0533171787	-98.3094411563
49998	0.52972895	0.41472146	-7.899244	-0.833432736	1.686285369	-0.158077044	0.2860997	0.4545907	1.8998221	0.80848074	-0.8376002895	1.6881216274	-0.1566684507	1.0080303571	1.9461174522	26.4803094918	3.938066	1.6051937	-0.006819713	19.0533184608	-98.3094402455
100292	-0.17199045	0.8949696	-7.6295967	3.174540787	5.001069671	-0.550498031	-0.44256645	0.94498277	2.16838	0.7819963	3.1703670857	5.0029062328	-0.5490966279	1.165734568	2.1967386459	26.4581420369	3.8456602	1.6465963	0.110963844	19.0533197108	-98.3094393801
150025	0.68742615	0.40195066	-10.7996855	6.554357596	6.37336669	-0.487816171	0.36237243	0.49567088	-1.0047039	1.104447	6.550175092	6.3752081092	-0.4864409121	1.4931201819	2.5189201869	26.4413634496	3.8026712	1.6750135	0.08050833	19.0533210126	-98.3094385913
200284	0.14435731	-0.7933426	-10.178115	6.643998213	3.691812869	0.232165112	-0.2238636	-0.6416228	-0.38647124	1.0424781	6.6398120662	3.6936767518	0.2335146624	1.8259124977	2.7031505758	26.4586398818	3.778178	1.6471512	0.07928316	19.0533224603	-98.309437735
249998	0.93290025	-0.39749518	-11.465353	4.881657018	1.06101388	0.843883229	0.54143924	-0.19805574	-1.6762699	1.1749979	4.877469657	1.0628840617	0.8452170888	2.0721553883	2.7550229787	26.5041939044	3.7661574	1.6898948	0.012458063	19.0533238465	-98.3094365894
300240	0.3840697	-0.28155005	-11.018359	4.871307916	-2.615824027	0.944466795	0.0012914628	-0.035326306	-1.2305185	1.1254047	4.8671245007	-2.6139446625	0.9458001241	2.3175017028	2.6225971461	26.5462192995	3.76533	1.6956284	-0.0460943	19.0533255408	-98.3094357112
350000	0.3067653	-0.9382602	-9.795602	-0.447837214	-6.248740934	-0.148894111	-0.038507786	-0.670782	-0.006914158	1.0056503	-0.4520148614	-6.2468564086	-0.147551979	2.2965366648	2.3118950282	26.5260699378	3.7773807	1.6721617	-0.05884789	19.0533272148	-98.3094348264
400242	0.2787616	-1.1433388	-8.818255	-5.831862614	-7.102569829	-0.394564395	-0.008261094	-0.90293777	0.97385186	0.9093599	-5.8360256906	-7.1006859106	-0.3931949798	2.0035456827	1.9578286463	26.4932534592	3.7708323	1.6370713	0.0001138542	19.0533286574	-98.3094339666
450001	0.49657887	-1.7821224	-8.708692	-6.398357897	-5.367545748	-0.45712574	0.2647892	-1.5984322	1.0873542	0.91118485	-6.4025124735	-5.3656679008	-0.4557239197	1.6853632934	1.6912314884	26.4627197815	3.807186	1.6021321	0.08208474	19.0533301892	-98.3094327128
500226	0.23002386	0.040933657	-10.023575	-6.502785115	-3.314724803	-0.620086465	0.03622575	0.17042111	-0.22479387	1.0227065	-6.5069275485	-3.3128524208	-0.6186624082	1.3590332473	1.5264563621	26.4255198392	3.8087268	1.579523	0.036868487	19.0533318735	-98.3094320293
549999	-0.2462656	1.160643	-9.493468	-5.973441204	-1.312142177	-1.677984261	-0.41910923	1.2345884	0.3071831	0.9739389	-5.9775830308	-1.3102799642	-1.6765459746	1.0536339365	1.4627552858	26.3399512293	3.777512	1.642992	0.055837873	19.0533336393	-98.3094309072
600257	-0.04040189	0.25351202	-10.378226	-6.03297374	1.360048062	-2.340936993	-0.21532004	0.27545154	-0.5766842	1.0584242	-6.037136209	1.3618976769	-2.3394900549	0.74876351	1.5326694057	26.2241622197	3.7682712	1.6716765	0.01915305	19.0533353317	-98.3094297361
649999	0.2946099	-0.08956286	-11.404023	-1.992249461	1.606026396	-2.018897368	0.10647051	-0.105502516	-1.6023152	1.1637927	-1.9964155724	1.6078637172	-2.0174483051	0.646301945	1.6141174384	26.1237529748	3.7532425	1.6565619	-0.079721786	19.0533368304	-98.3094288538
700250	0.3638278	0.07255784	-10.198056	0.330613372	1.855359265	-1.080997572	0.15890712	0.0542798	-0.39680627	1.0409756	0.326442896	1.8571905142	-1.0795544285	0.6610907465	1.7075923718	26.0712558372	3.744054	1.6774317	-0.09097982	19.0533383629	-98.3094277418
749998	0.26057786	0.35953456	-10.151764	0.917241434	0.815544167	-1.319573271	0.0449218	0.3420057	-0.35081917	1.0360954	0.9130673532	0.8173731397	-1.3181305836	0.7051141236	1.750665366	26.0067569949	3.7302449	1.7228886	-0.095778935	19.0533399455	-98.309426493
800241	0.001246278	0.39163822	-8.260117	3.389171133	0.874780424	-1.174584748	-0.22136824	0.39453998	1.5403383	0.84281874	3.3849950038	0.8766151649	-1.173148283	0.8725713134	1.795299438	25.9481011517	3.7008328	1.7177509	-0.040881936	19.0533414791	-98.3094256405
850000	0.42283246	-0.13833553	-9.395092	3.339189023	0.572827361	-1.406614166	0.19173647	-0.106638774	0.40463695	0.9598611	3.3350104652	0.5746616086	-1.4051875676	1.0372633391	1.8253490829	25.8779657336	3.7252307	1.720277	-0.042265635	19.0533432755	-98.309424695
900188	-0.22378644	0.16857776	-8.859306	4.917355837	1.565331826	-1.633697769	-0.46096444	0.23464273	0.9395474	0.9035936	4.9131748503	1.5671665663	-1.6322801257	1.2803377809	1.905331357	25.7982571224	3.719841	1.7411904	-0.0037719884	19.0533451294	-98.3094236007
949998	0.58482015	-1.0646873	-7.4580913	5.570894747	4.927500944	-0.971548723	0.31883097	-0.95350844	2.3387442	0.7732746	5.5667092067	4.9293359886	-0.9701461058	1.5575010897	2.1528276633	25.7567004301	3.7564292	1.7275903	0.097613655	19.053346807	-98.3094224775
206	0.43697873	-1.0609643	-9.89541	4.492467375	5.982681691	-0.531318177	0.12346397	-0.90492034	-0.10161055	1.0177863	4.4882745497	5.9845188602	-0.5299418557	1.7812514085	2.452658245	25.7384428791	3.797155	1.6876615	0.0751407	19.0533486617	-98.3094215879
49999	0.011505616	0.32338512	-9.562487	1.130921625	5.538440116	-0.995537713	-0.3534376	0.5041859	0.22834405	0.975419	1.1267237149	5.5402809281	-0.9941866262	1.8374196968	2.7301446976	25.6966239076	3.7986684	1.7010831	0.07586396	19.0533506196	-98.3094207152
100183	0.22675137	-0.052641477	-11.009388	-2.092169057	5.397805003	-1.727078294	-0.18611096	0.122014716	-1.2207068	1.1233169	-2.0963688643	5.3996354941	-1.7257458003	1.7286469611	3.0026701562	25.6189406752	3.7869341	1.7169527	-0.0028717166	19.0533523709	-98.3094197057
149998	0.21686663	-0.784568	-11.421998	-2.835969524	3.843589994	-2.374019393	-0.23419409	-0.6327678	-1.6346316	1.1689281	-2.8401763131	3.8454104667	-2.3726947919	1.5805352196	3.1980615296	25.506447156	3.7950294	1.7103683	-0.082914546	19.0533541832	-98.309418587
200239	1.344792	-1.0949138	-10.75755	-5.359438768	1.011042471	-1.869072918	0.8687722	-0.97447914	-0.97073865	1.1136687	-5.3636522361	1.0128524707	-1.8677510491	1.307131247	3.2510689581	25.41444299	3.840318	1.6864725	-0.1524867	19.0533558263	-98.3094176896
250000	0.067127	-0.66505843	-11.060651	-4.856821236	-1.235548891	-1.846115438	-0.40234697	-0.5963873	-1.2722938	1.1309735	-4.8610344004	-1.2337513373	-1.8447814265	1.062216904	3.1912620004	25.3212367108	3.7861915	1.647923	-0.2409002	19.0533571901	-98.3094168793
300239	1.330233	0.4006357	-9.274954	-3.91647904	-2.647757742	-1.668177475	0.8735393	0.4335226	0.5147283	0.9571404	-3.9206840083	-2.6459694463	-1.6668250975	0.8615527764	3.0603621838	25.2376011962	3.7898474	1.7322323	-0.24037041	19.0533586825	-98.3094156451
349998	1.0382569	0.3629293	-8.925878	-2.463214075	-2.80917545	-2.304913968	0.607136	0.36559543	0.8655873	0.9177056	-2.4674193463	-2.8073968692	-2.3035371534	0.731979762	2.9220107827	25.1221691778	3.798497	1.80334	-0.22925419	19.0533602893	-98.309414416
400194	1.0882801	0.53902876	-8.979741	2.004718957	-2.493791769	-2.399487044	0.6791128	0.5404619	0.81277496	0.9244424	2.0005124716	-2.4920177413	-2.3981005153	0.8259208178	2.7990242716	24.9999616118	3.803532	1.8198643	-0.25034222	19.0533618787	-98.3094137051
449998	1.3528547	0.18317997	-9.667239	3.004439327	-2.87036241	-2.43877581	0.9653446	0.20673886	0.12597443	0.99667656	3.0002316269	-2.8685923285	-2.4373854867	0.970109071	2.6582325197	24.8764475065	3.8371766	1.8638778	-0.24722393	19.0533635584	-98.3094126738
500155	1.239266	-0.11845336	-10.513122	4.385896389	-2.80323015	-2.007114532	0.87554055	-0.064261794	-0.71928436	1.0808476	4.3816889924	-2.8014606759	-2.0057160133	1.1845336771	2.5200591589	24.7739545985	3.8380735	1.8735151	-0.2482827	19.0533649734	-98.3094117993
549998	0.9386485	0.07260478	-11.140808	6.580363921	-4.084078829	-2.039674651	0.6042018	0.17294487	-1.3465898	1.1408947	6.5761559174	-4.0823096585	-2.0382699091	1.5093558451	2.318940596	24.6681054874	3.8230343	1.899236	-0.2729551	19.0533664107	-98.3094108241
600183	0.45280758	0.04747379	-10.848739	7.588612768	-4.700173731	-2.109569495	0.15479186	0.21026732	-1.0546813	1.1077214	7.5844084074	-4.6984000072	-2.108158985	1.884245197	2.0872596686	24.5561292412	3.7851284	1.9030756	-0.3215834	19.0533678125	-98.3094099632
650002	0.29249755	-0.57366854	-9.833921	5.164036467	-5.118421124	-2.269820911	0.036644086	-0.35693768	-0.040050793	1.0061488	5.1598345343	-5.1166489177	-2.2683982586	2.1401074225	1.8356212321	24.4372463077	3.7082837	1.9415286	-0.29207465	19.0533687915	-98.3094085205
700171	0.25254273	-1.8767096	-10.111026	2.763696712	-5.157126744	-1.710953736	0.04012701	-1.6267952	-0.3169418	1.0517596	2.7595035828	-5.1553569658	-1.7095075568	2.2752346708	1.581344673	24.3424396392	3.7245674	1.8640924	-0.3261847	19.0533703082	-98.309407578
750000	0.69743615	-0.792051	-10.047802	-0.135351288	-4.328023741	-1.161125405	0.52533394	-0.5303159	-0.25308573	1.0320221	-0.1395361733	-4.3262542664	-1.1596705743	2.2741439655	1.3709671056	24.2740187504	3.806792	1.8216639	-0.34631628	19.0533723988	-98.3094068788
800182	0.95797366	-0.67222285	-5.670615	-4.416000827	-0.548481418	-1.728879339	0.809354	-0.43077862	4.1254516	0.59357727	-4.4201593499	-0.5467034055	-1.7274143396	2.0511115755	1.3469008582	24.1864393328	3.8610744	1.8066459	-0.14056179	19.053374127	-98.3094059994
850000	0.67020303	-0.7308624	-9.344513	-5.669346004	3.136234657	-2.695953378	0.5068659	-0.533337	0.45275697	0.96004236	-5.6735090802	3.1380004888	-2.6944871638	1.7642871918	1.5083924849	24.0563051046	3.9169295	1.783057	-0.11610444	19.0533760387	-98.3094051917
900169	0.5094729	0.13793343	-8.965645	-3.568784163	5.773835756	-3.141282015	0.30720085	0.29191545	0.832003	0.91629714	-3.5729563456	5.7755891412	-3.139821569	1.5813729044	1.8015979349	23.9086443074	3.97381	1.8412019	-0.024018537	19.0533781961	-98.3094039663
950026	0.4757903	0.5099747	-8.566185	-0.080081615	7.958511529	-3.491958802	0.21349053	0.64886504	1.2299957	0.8762836	-0.0842674589	7.9602497359	-3.4905165695	1.5671134426	2.2012799628	23.7447950512	3.9588223	1.8601717	0.03276557	19.0533798481	-98.3094031777
173	0.9705965	0.37254342	-9.065478	0.010791638	8.04193637	-3.562560798	0.6368266	0.5110984	0.7279846	0.9310111	0.0065764144	8.0436515063	-3.5611395112	1.56043458	2.6081857505	23.5795761144	3.8956823	1.914947	0.07965173	19.0533808966	-98.3094020845
49997	1.9709762	-0.8152992	-9.78562	-0.538085073	6.998764917	-2.903665502	1.5711337	-0.68096626	0.00497179	1.0241302	-0.5423125805	7.0004691252	-2.9022642505	1.5271528896	2.9636263664	23.4444512946	3.9432378	1.9072961	0.07518618	19.0533823276	-98.3094012129
100128	1.5564551	-0.4908558	-10.5536585	0.932109693	4.554543474	-2.437263606	1.1072733	-0.35750228	-0.76557463	1.0909295	0.9278744444	4.5562461639	-2.4358808719	1.5673165269	3.1946139537	23.3278123059	4.0112486	1.8884969	0.021609208	19.053384205	-98.309400492
149998	1.2942865	-0.011769607	-10.668334	3.06340602	2.122156623	-2.351770887	0.81530875	0.13891354	-0.8823972	1.0970185	3.0591637133	2.1238562776	-2.3504040901	1.7137967638	3.3044443062	23.2129971296	4.0614367	1.9069974	-0.026774647	19.0533861604	-98.3093995966
200149	1.2942328	-0.08874734	-10.486211	3.119782098	1.26987894	-2.386999637	0.8010001	0.0876663	-0.70183915	1.0787326	3.1155355413	1.2715758624	-2.3856349647	1.8627859569	3.3717225802	23.0980022433	4.04619	1.9612598	-0.047858376	19.0533875611	-98.309398355
249998	1.1708313	-0.38598773	-10.96604	3.851594065	-0.383743516	-2.379173606	0.67305464	-0.1800022	-1.1828711	1.126763	3.847343562	-0.3820503499	-2.3778095411	2.0483206084	3.3567665909	22.9808484101	4.028457	1.9999733	-0.096332274	19.0533889862	-98.3093971339
300130	1.61214	-0.55637515	-10.574094	2.37958448	-1.271273209	-2.173739881	1.1197262	-0.32259342	-0.79154694	1.094258	2.3753317002	-1.269582965	-2.1723702005	2.1606169628	3.2973573019	22.8694550068	4.086482	1.9869795	-0.12282251	19.0533908463	-98.3093963622
349999	1.7014973	-1.1556624	-10.227175	-0.048980482	-1.842028101	-1.7037491	1.2224479	-0.9132021	-0.44417724	1.0667033	-0.0532320849	-1.8403402857	-1.7023788125	2.1568649122	3.2122756086	22.7803383412	4.1810565	1.9527253	-0.14778985	19.053392902	-98.3093955665
