-3.14159 -1.22465e-16 -1.22465e-16
-2.8109 -0.304478 -0.324699
-2.4802 -0.608957 -0.614213
-2.14951 -0.913435 -0.837166
-1.81882 -1.21791 -0.9694
-1.48812 -1.52239 -0.996584
-1.15743 -1.82687 -0.915773
-0.826735 -2.13135 -0.735724
-0.496041 -2.43583 -0.475947
-0.165347 -2.74031 -0.164595
0.165347 -3.04478 0.164595
0.496041 -3.34926 0.475947
0.826735 -3.65374 0.735724
1.15743 -3.95822 0.915773
1.48812 -4.2627 0.996584
1.81882 -4.56718 0.9694
2.14951 -4.87165 0.837166
2.4802 -5.17613 0.614213
2.8109 -5.48061 0.324699
3.14159 -5.78509 -3.21625e-16
