0	2	1
0.1	2.12981	0.98415
0.2	2.26973	0.972568
0.3	2.41995	0.965423
0.4	2.58052	0.962934
0.5	2.75131	0.965386
0.6	2.93196	0.973131
0.7	3.12178	0.986601
0.8	3.3197	1.00632
0.9	3.5242	1.03289
1	3.73317	1.06703
1.1	3.94389	1.10954
1.2	4.15286	1.16132
1.3	4.35585	1.22331
1.4	4.54782	1.29648
1.5	4.72303	1.38172
1.6	4.87521	1.47976
1.7	4.99784	1.59103
1.8	5.08465	1.71547
1.9	5.13009	1.85236
2	5.13004	2.00018
2.1	5.08233	2.15646
2.2	4.98723	2.31782
2.3	4.84759	2.48008
2.4	4.66872	2.63856
2.5	4.45784	2.78839
2.6	4.22344	2.925
2.7	3.97438	3.04444
2.8	3.71917	3.1437
2.9	3.46532	3.22087
3	3.21904	3.27514
3.1	2.985	3.30672
3.2	2.76646	3.31665
3.3	2.56534	3.3066
3.4	2.38256	3.27866
3.5	2.21817	3.23513
3.6	2.0717	3.1784
3.7	1.94225	3.11079
3.8	1.82874	3.03451
3.9	1.72997	2.95157
4	1.64473	2.86377
4.1	1.57185	2.7727
4.2	1.51026	2.67974
4.3	1.45896	2.58604
4.4	1.41707	2.4926
4.5	1.38384	2.40023
4.6	1.35861	2.30959
4.7	1.34081	2.22124
4.8	1.32999	2.1356
4.9	1.32577	2.05302
5	1.32786	1.97374
5.1	1.33604	1.89798
5.2	1.35015	1.82587
5.3	1.37008	1.7575
5.4	1.39579	1.69296
5.5	1.42729	1.63227
5.6	1.46459	1.57545
5.7	1.50779	1.52252
5.8	1.55698	1.47347
5.9	1.61228	1.42829
6	1.67385	1.38698
6.1	1.74183	1.34953
6.2	1.81638	1.31597
6.3	1.89764	1.28629
6.4	1.98574	1.26054
6.5	2.08078	1.23877
6.6	2.1828	1.22104
6.7	2.29178	1.20746
6.8	2.40761	1.19815
6.9	2.53008	1.19326
7	2.65882	1.19298
7.1	2.79331	1.19753
7.2	2.93283	1.20717
7.3	3.0764	1.22219
7.4	3.22279	1.24293
7.5	3.37047	1.26974
7.6	3.51757	1.303
7.7	3.6619	1.3431
7.8	3.80092	1.39041
7.9	3.93179	1.44527
8	4.05141	1.50791
8.1	4.15654	1.57846
8.2	4.24391	1.65686
8.3	4.31043	1.7428
8.4	4.35335	1.83569
8.5	4.37051	1.93457
8.6	4.36053	2.03814
8.7	4.32299	2.14471
8.8	4.25853	2.25227
8.9	4.16884	2.35856
9	4.05659	2.46119
9.1	3.92523	2.55776
9.2	3.77876	2.64604
9.3	3.62143	2.72407
9.4	3.45749	2.79027
9.5	3.29093	2.84352
9.6	3.12532	2.88319
9.7	2.96366	2.90911
9.8	2.80838	2.92153
9.9	2.66131	2.92106
10	2.52372	2.90859
10.1	2.39644	2.8852
10.2	2.27988	2.8521
10.3	2.17414	2.81057
10.4	2.0791	2.76189
10.5	1.99446	2.7073
10.6	1.91982	2.64797
10.7	1.85472	2.585
10.8	1.79867	2.5194
10.9	1.75117	2.45205
11	1.71176	2.38376
11.1	1.67998	2.31523
11.2	1.65544	2.24706
11.3	1.63778	2.17978
11.4	1.62667	2.11383
11.5	1.62184	2.04958
11.6	1.62307	1.98736
11.7	1.63017	1.92743
11.8	1.64299	1.87
11.9	1.6614	1.81526
12	1.68533	1.76334
12.1	1.71472	1.71438
12.2	1.74952	1.66848
12.3	1.78971	1.62571
12.4	1.83528	1.58615
12.5	1.88623	1.54986
12.6	1.94253	1.51691
12.7	2.00418	1.48734
12.8	2.07113	1.46124
12.9	2.14332	1.43865
13	2.22064	1.41965
13.1	2.30295	1.40433
13.2	2.39003	1.39277
13.3	2.48159	1.38508
13.4	2.57725	1.38138
13.5	2.67653	1.38179
13.6	2.77882	1.38645
13.7	2.8834	1.39552
13.8	2.98937	1.40917
13.9	3.0957	1.42754
14	3.20119	1.4508
14.1	3.30447	1.47911
14.2	3.40402	1.51257
14.3	3.49821	1.55126
14.4	3.58528	1.59522
14.5	3.66344	1.6444
14.6	3.73091	1.69863
14.7	3.78596	1.75765
14.8	3.82705	1.82104
14.9	3.85289	1.88824
15	3.8625	1.9585
15.1	3.85535	2.03092
15.2	3.83134	2.10445
15.3	3.79087	2.17791
15.4	3.73485	2.25001
15.5	3.66461	2.31945
15.6	3.58188	2.38493
15.7	3.48869	2.44523
15.8	3.38722	2.49926
15.9	3.27976	2.54609
16	3.16854	2.58501
16.1	3.05569	2.61553
16.2	2.94313	2.63741
16.3	2.83256	2.6506
16.4	2.7254	2.65528
16.5	2.62283	2.65179
16.6	2.52575	2.64063
16.7	2.43482	2.62239
16.8	2.35052	2.59775
16.9	2.27313	2.56744
17	2.20279	2.5322
17.1	2.13953	2.49278
17.2	2.0833	2.4499
17.3	2.03396	2.40427
17.4	1.99136	2.35653
17.5	1.95531	2.30729
17.6	1.92561	2.25711
17.7	1.90204	2.20649
17.8	1.88441	2.1559
17.9	1.87253	2.10573
18	1.86622	2.05635
18.1	1.86532	2.00808
18.2	1.86967	1.96119
18.3	1.87915	1.91592
18.4	1.89364	1.8725
18.5	1.91303	1.8311
18.6	1.93722	1.79188
18.7	1.96612	1.755
18.8	1.99965	1.72057
18.9	2.03771	1.68871
19	2.0802	1.65951
19.1	2.12703	1.63307
19.2	2.17807	1.60948
19.3	2.23316	1.58882
19.4	2.29214	1.57116
19.5	2.35478	1.5566
19.6	2.42084	1.5452
19.7	2.49001	1.53706
19.8	2.56191	1.53224
19.9	2.63611	1.53084
20	2.71212	1.53293
20.1	2.78934	1.53859
20.2	2.86711	1.5479
20.3	2.94469	1.56092
20.4	3.02124	1.5777
20.5	3.09586	1.59828
20.6	3.16758	1.62266
20.7	3.23536	1.65083
20.8	3.29815	1.68271
20.9	3.35488	1.71818
21	3.4045	1.75707
21.1	3.44603	1.79914
21.2	3.47858	1.84406
21.3	3.50139	1.89142
21.4	3.51388	1.94075
21.5	3.51568	1.99147
21.6	3.50664	2.04295
21.7	3.48687	2.09449
21.8	3.45673	2.14534
21.9	3.41681	2.19473
22	3.36793	2.24189
22.1	3.31109	2.28609
22.2	3.24745	2.32663
22.3	3.17825	2.36289
22.4	3.10479	2.39436
22.5	3.02836	2.42063
22.6	2.95022	2.4414
22.7	2.87157	2.4565
22.8	2.79349	2.46588
22.9	2.71693	2.4696
23	2.64275	2.46783
23.1	2.57165	2.46082
23.2	2.5042	2.44888
23.3	2.44088	2.4324
23.4	2.38202	2.41181
23.5	2.32789	2.38754
23.6	2.27866	2.36007
23.7	2.23444	2.32986
23.8	2.19527	2.29737
23.9	2.16116	2.26305
24	2.13208	2.22733
24.1	2.10797	2.19061
24.2	2.08876	2.15328
24.3	2.07436	2.11569
24.4	2.06468	2.07816
24.5	2.05961	2.04099
24.6	2.05906	2.00445
24.7	2.06293	1.96879
24.8	2.0711	1.93423
24.9	2.08348	1.90097
25	2.09996	1.8692
25.1	2.12044	1.83906
25.2	2.14479	1.81071
25.3	2.17292	1.78428
25.4	2.20468	1.75989
25.5	2.23994	1.73764
25.6	2.27854	1.71764
25.7	2.32031	1.69998
25.8	2.36505	1.68474
25.9	2.41253	1.67199
26	2.46249	1.66181
26.1	2.51466	1.65427
26.2	2.56869	1.64942
26.3	2.62422	1.64732
26.4	2.68084	1.64802
26.5	2.73808	1.65156
26.6	2.79545	1.65796
26.7	2.8524	1.66725
26.8	2.90834	1.67943
26.9	2.96265	1.69448
27	3.01468	1.71235
27.1	3.06376	1.733
27.2	3.10922	1.75632
27.3	3.15039	1.78218
27.4	3.18664	1.81042
27.5	3.21736	1.84083
27.6	3.24204	1.87317
27.7	3.2602	1.90712
27.8	3.27152	1.94237
27.9	3.27574	1.97852
28	3.27276	2.01516
28.1	3.26261	2.05185
28.2	3.24546	2.0881
28.3	3.22159	2.12345
28.4	3.19145	2.15742
28.5	3.15556	2.18953
28.6	3.11457	2.21935
28.7	3.06918	2.24648
28.8	3.02015	2.27056
28.9	2.96828	2.29129
29	2.91434	2.30844
29.1	2.85913	2.32185
29.2	2.80338	2.33141
29.3	2.74781	2.3371
29.4	2.69304	2.33895
29.5	2.63965	2.33706
29.6	2.58817	2.33157
29.7	2.53901	2.32267
29.8	2.49256	2.3106
29.9	2.44912	2.29562
30	2.40893	2.27801
30.1	2.3722	2.25806
30.2	2.33907	2.23608
30.3	2.30964	2.21239
30.4	2.28397	2.18728
30.5	2.26212	2.16105
30.6	2.24407	2.13399
30.7	2.22984	2.10639
30.8	2.21939	2.0785
30.9	2.21267	2.05057
31	2.20965	2.02284
