0	2	1
0.1	2.12487	0.981964
0.2	2.25971	0.968014
0.3	2.40481	0.958274
0.4	2.56039	0.95292
0.5	2.72655	0.952178
0.6	2.90321	0.956343
0.7	3.09007	0.96578
0.8	3.28656	0.980938
0.9	3.49174	1.00236
1	3.70425	1.0307
1.1	3.92218	1.06672
1.2	4.14297	1.1113
1.3	4.36332	1.16545
1.4	4.57912	1.2303
1.5	4.78534	1.30704
1.6	4.97601	1.3969
1.7	5.14436	1.50106
1.8	5.28294	1.62051
1.9	5.38398	1.75585
2	5.43997	1.90706
2.1	5.44435	2.07327
2.2	5.39237	2.25243
2.3	5.28198	2.44116
2.4	5.11447	2.63468
2.5	4.89486	2.827
2.6	4.63163	3.0113
2.7	4.33595	3.1806
2.8	4.02043	3.32848
2.9	3.69774	3.44976
3	3.37927	3.54096
3.1	3.07431	3.60052
3.2	2.78959	3.62868
3.3	2.52929	3.62719
3.4	2.29543	3.59889
3.5	2.08828	3.54728
3.6	1.90691	3.47613
3.7	1.74963	3.38919
3.8	1.61436	3.29003
3.9	1.49888	3.18183
4	1.40102	3.06742
4.1	1.31875	2.94919
4.2	1.25023	2.82915
4.3	1.19387	2.70896
4.4	1.14827	2.58994
4.5	1.11226	2.47314
4.6	1.08487	2.35939
4.7	1.0653	2.24929
4.8	1.05288	2.14332
4.9	1.04712	2.04179
5	1.04761	1.94492
5.1	1.05405	1.85284
5.2	1.06626	1.76562
5.3	1.08411	1.68326
5.4	1.10756	1.60574
5.5	1.13662	1.53299
5.6	1.17138	1.46494
5.7	1.21198	1.40148
5.8	1.25858	1.34253
5.9	1.31144	1.28798
6	1.37081	1.23771
6.1	1.43701	1.19165
6.2	1.51038	1.1497
6.3	1.5913	1.11179
6.4	1.68017	1.07787
6.5	1.7774	1.04791
6.6	1.88341	1.02188
6.7	1.99862	0.999801
6.8	2.12344	0.981727
6.9	2.25822	0.967737
7	2.40327	0.957957
7.1	2.5588	0.952559
7.2	2.72492	0.951772
7.3	2.90154	0.955888
7.4	3.08838	0.965272
7.5	3.28487	0.980373
7.6	3.49008	1.00173
7.7	3.70264	1.03
7.8	3.92064	1.06594
7.9	4.14154	1.11044
8	4.36205	1.16451
8.1	4.57806	1.22926
8.2	4.78454	1.30589
8.3	4.97554	1.39565
8.4	5.14428	1.49971
8.5	5.28329	1.61906
8.6	5.38483	1.7543
8.7	5.44134	1.90545
8.8	5.44626	2.07162
8.9	5.39481	2.25078
9	5.28488	2.43957
9.1	5.11775	2.63321
9.2	4.89841	2.82571
9.3	4.63532	3.01026
9.4	4.33964	3.17985
9.5	4.024	3.32806
9.6	3.70107	3.44968
9.7	3.3823	3.54122
9.8	3.07698	3.60109
9.9	2.79189	3.62953
10	2.53124	3.62827
10.1	2.29703	3.60016
10.2	2.08957	3.54868
10.3	1.90792	3.47762
10.4	1.7504	3.39074
10.5	1.61492	3.29159
10.6	1.49926	3.18338
10.7	1.40125	3.06894
10.8	1.31884	2.95067
10.9	1.25021	2.83058
11	1.19374	2.71032
11.1	1.14806	2.59122
11.2	1.11198	2.47435
11.3	1.08452	2.36052
11.4	1.06488	2.25034
11.5	1.05241	2.14429
11.6	1.04659	2.04268
11.7	1.04702	1.94574
11.8	1.05341	1.85359
11.9	1.06557	1.76629
12	1.08336	1.68387
12.1	1.10676	1.60628
12.2	1.13577	1.53347
12.3	1.17047	1.46536
12.4	1.211	1.40185
12.5	1.25755	1.34284
12.6	1.31034	1.28823
12.7	1.36964	1.23792
12.8	1.43577	1.1918
12.9	1.50907	1.1498
13	1.58991	1.11185
13.1	1.6787	1.07788
13.2	1.77584	1.04786
13.3	1.88177	1.02179
13.4	1.99689	0.999661
13.5	2.12162	0.981538
13.6	2.25631	0.967497
13.7	2.40128	0.957664
13.8	2.55673	0.952209
13.9	2.72278	0.951362
14	2.89934	0.955414
14.1	3.08613	0.964729
14.2	3.28259	0.979754
14.3	3.48779	1.00103
14.4	3.70038	1.02921
14.5	3.91844	1.06505
14.6	4.13945	1.10945
14.7	4.36013	1.16339
14.8	4.57637	1.22801
14.9	4.78315	1.30451
15	4.97453	1.39412
15.1	5.14373	1.49803
15.2	5.28328	1.61723
15.3	5.38543	1.75233
15.4	5.44262	1.90336
15.5	5.44824	2.06945
15.6	5.39747	2.24858
15.7	5.28819	2.4374
15.8	5.12161	2.63116
15.9	4.90269	2.82385
16	4.63985	3.00868
16.1	4.34425	3.17863
16.2	4.02852	3.32724
16.3	3.70537	3.44929
16.4	3.38626	3.54126
16.5	3.08054	3.60154
16.6	2.79501	3.63034
16.7	2.53392	3.6294
16.8	2.29929	3.60154
16.9	2.09144	3.55026
17	1.90944	3.47934
17.1	1.7516	3.39256
17.2	1.61585	3.29346
17.3	1.49995	3.18527
17.4	1.40174	3.07082
17.5	1.31915	2.95251
17.6	1.25037	2.83236
17.7	1.19378	2.71203
17.8	1.14797	2.59286
17.9	1.11179	2.4759
18	1.08424	2.36198
18.1	1.06451	2.25172
18.2	1.05196	2.14557
18.3	1.04606	2.04387
18.4	1.04642	1.94684
18.5	1.05275	1.8546
18.6	1.06483	1.76722
18.7	1.08256	1.68472
18.8	1.10588	1.60705
18.9	1.13482	1.53416
19	1.16945	1.46597
19.1	1.2099	1.40239
19.2	1.25637	1.34332
19.3	1.30907	1.28864
19.4	1.36828	1.23826
19.5	1.43432	1.19208
19.6	1.50752	1.15002
19.7	1.58826	1.11201
19.8	1.67695	1.07798
19.9	1.77398	1.0479
20	1.8798	1.02177
20.1	1.99481	0.999583
20.2	2.11942	0.981398
20.3	2.25399	0.967293
20.4	2.39884	0.957394
20.5	2.55419	0.95187
20.6	2.72013	0.950949
20.7	2.8966	0.954921
20.8	3.08331	0.964151
20.9	3.27971	0.979083
21	3.48489	1.00026
21.1	3.69747	1.02833
21.2	3.91559	1.06405
21.3	4.1367	1.1083
21.4	4.35756	1.1621
21.5	4.57404	1.22656
21.6	4.78115	1.30288
21.7	4.97297	1.3923
21.8	5.1427	1.49602
21.9	5.2829	1.61502
22	5.38578	1.74994
22.1	5.44379	1.90081
22.2	5.45026	2.06677
22.3	5.40037	2.24583
22.4	5.2919	2.43466
22.5	5.12604	2.62852
22.6	4.90768	2.82143
22.7	4.64521	3.00657
22.8	4.34977	3.17692
22.9	4.034	3.326
23	3.71063	3.44857
23.1	3.39116	3.54106
23.2	3.08499	3.60184
23.3	2.79896	3.63111
23.4	2.53735	3.63057
23.5	2.30222	3.60304
23.6	2.09389	3.55203
23.7	1.91146	3.48131
23.8	1.75324	3.39466
23.9	1.61716	3.29564
24	1.50097	3.18749
24.1	1.4025	3.07304
24.2	1.3197	2.9547
24.3	1.25072	2.8345
24.4	1.19396	2.7141
24.5	1.14801	2.59485
24.6	1.11169	2.4778
24.7	1.08402	2.36378
24.8	1.06419	2.25341
24.9	1.05154	2.14716
25	1.04555	2.04536
25.1	1.04582	1.94823
25.2	1.05206	1.85589
25.3	1.06405	1.76841
25.4	1.08169	1.6858
25.5	1.10493	1.60804
25.6	1.13377	1.53506
25.7	1.16831	1.46679
25.8	1.20867	1.40312
25.9	1.25504	1.34396
26	1.30764	1.28921
26.1	1.36675	1.23875
26.2	1.43267	1.1925
26.3	1.50575	1.15037
26.4	1.58637	1.11228
26.5	1.67492	1.07818
26.6	1.77182	1.04803
26.7	1.8775	1.02182
26.8	1.99237	0.999566
26.9	2.11683	0.981307
27	2.25126	0.967127
27.1	2.39596	0.957148
27.2	2.55117	0.951541
27.3	2.71697	0.950533
27.4	2.89331	0.954411
27.5	3.07992	0.963539
27.6	3.27624	0.978361
27.7	3.48136	0.999417
27.8	3.69393	1.02735
27.9	3.91208	1.06293
28	4.13329	1.10702
28.1	4.35432	1.16064
28.2	4.57107	1.2249
28.3	4.77855	1.30101
28.4	4.97086	1.3902
28.5	5.1412	1.49368
28.6	5.28214	1.61244
28.7	5.38588	1.74713
28.8	5.44484	1.89778
28.9	5.45234	2.06357
29	5.40348	2.24253
29.1	5.29601	2.43135
29.2	5.13104	2.62531
29.3	4.91338	2.81843
29.4	4.6514	3.00391
29.5	4.35621	3.17472
29.6	4.04044	3.32435
29.7	3.71685	3.44751
29.8	3.397	3.54062
29.9	3.09033	3.602
30	2.80373	3.63182
30.1	2.54152	3.63177
30.2	2.30581	3.60466
30.3	2.09693	3.55397
30.4	1.914	3.4835
30.5	1.75533	3.39703
30.6	1.61884	3.29813
30.7	1.50231	3.19004
30.8	1.40353	3.07561
30.9	1.32047	2.95725
31	1.25126	2.837
31.1	1.1943	2.71653
31.2	1.14817	2.59719
31.3	1.1117	2.48004
31.4	1.08389	2.36591
31.5	1.06392	2.25543
31.6	1.05115	2.14907
31.7	1.04505	2.04715
31.8	1.04521	1.94989
31.9	1.05134	1.85744
32	1.06323	1.76985
32.1	1.08077	1.68713
32.2	1.1039	1.60926
32.3	1.13264	1.53618
32.4	1.16707	1.4678
32.5	1.20732	1.40404
32.6	1.25357	1.34478
32.7	1.30604	1.28993
32.8	1.36502	1.23939
32.9	1.43081	1.19305
33	1.50376	1.15083
33.1	1.58423	1.11266
33.2	1.67263	1.07847
33.3	1.76937	1.04824
33.4	1.87488	1.02195
33.5	1.98958	0.99961
33.6	2.11386	0.981266
33.7	2.24812	0.966998
33.8	2.39264	0.956928
33.9	2.54767	0.951225
34	2.71331	0.950115
34.1	2.8895	0.953884
34.2	3.07596	0.962894
34.3	3.27217	0.977589
34.4	3.4772	0.998505
34.5	3.68974	1.02629
34.6	3.90791	1.06169
34.7	4.12922	1.10559
34.8	4.35043	1.159
34.9	4.56746	1.22304
35	4.77535	1.29889
35.1	4.96819	1.38782
35.2	5.13922	1.49102
35.3	5.28099	1.60949
35.4	5.38571	1.74389
35.5	5.44577	1.89428
35.6	5.45445	2.05986
35.7	5.40681	2.23868
35.8	5.30051	2.42746
35.9	5.13659	2.62151
36	4.91979	2.81486
36.1	4.65843	3.00072
36.2	4.36357	3.17203
36.3	4.04785	3.32228
36.4	3.72405	3.44612
36.5	3.40379	3.53994
36.6	3.09657	3.60202
36.7	2.80933	3.63248
36.8	2.54645	3.63301
36.9	2.31007	3.60638
37	2.10057	3.55609
37.1	1.91705	3.48593
37.2	1.75786	3.39968
37.3	1.62091	3.30093
37.4	1.50397	3.19293
37.5	1.40484	3.07852
37.6	1.32147	2.96015
37.7	1.252	2.83986
37.8	1.19479	2.71932
37.9	1.14846	2.59989
38	1.1118	2.48263
38.1	1.08382	2.36838
38.2	1.0637	2.25778
38.3	1.05079	2.15128
38.4	1.04455	2.04923
38.5	1.04459	1.95185
38.6	1.0506	1.85926
38.7	1.06237	1.77154
38.8	1.07979	1.6887
38.9	1.1028	1.61071
39	1.13142	1.5375
39.1	1.16572	1.46901
39.2	1.20584	1.40513
39.3	1.25195	1.34577
39.4	1.30429	1.29082
39.5	1.36312	1.24017
39.6	1.42875	1.19373
39.7	1.50154	1.15141
39.8	1.58184	1.11314
39.9	1.67006	1.07886
40	1.76662	1.04854
