5.113000 -0.002332 0.000568 -1.331728
5.116629 -0.003516 0.000277 -1.492129
5.120259 -0.004278 0.001946 -1.143845
5.123888 -0.005123 0.001416 -1.301082
5.127517 -0.005355 -0.000679 -1.696831
5.131146 -0.005105 -0.002062 -1.954697
5.134776 -0.005126 -0.002090 -1.958053
5.138405 -0.006007 -0.002007 -1.893306
5.142034 -0.006701 -0.002458 -1.922374
5.145663 -0.005075 -0.002326 -2.000591
5.149293 -0.003341 -0.002237 -2.160862
5.152922 -0.002414 -0.001725 -2.191137
5.156551 -0.001714 -0.000228 -1.703234
5.160181 -0.000561 0.002807 -0.197168
5.163810 -0.000106 0.000211 -0.465157
5.167439 -0.000208 -0.000192 -2.316815
5.171068 0.000482 0.001090 0.416590
5.174698 0.000840 0.002262 0.355620
5.178327 0.002850 0.002887 0.778909
5.181956 0.003751 0.002904 0.911958
5.185586 0.003169 0.002794 0.848198
5.189215 0.002813 0.002442 0.855929
5.192844 0.001927 0.001572 0.886691
5.196473 0.002078 0.001718 0.880200
5.200103 0.003250 0.002427 0.929475
5.203732 0.002534 0.002116 0.875175
5.207361 0.000514 0.000312 1.025121
5.210990 -0.000327 0.000191 -1.042706
5.214620 0.000179 0.000802 0.220086
5.218249 -0.000576 0.001117 -0.476434
5.221878 -0.001620 0.000351 -1.357348
5.225508 -0.002644 -0.000655 -1.813802
5.229137 -0.003121 -0.001779 -2.088832
5.232766 -0.003043 -0.001631 -2.062849
5.236395 -0.003879 -0.001536 -1.947907
5.240025 -0.005005 -0.000778 -1.724922
5.243654 -0.005588 0.000229 -1.529812
5.247283 -0.005468 -0.000150 -1.598211
5.250912 -0.004492 -0.001021 -1.794232
5.254542 -0.002494 0.000811 -1.256567
5.258171 -0.001288 0.000981 -0.919725
5.261800 0.000044 0.001417 0.030971
5.265430 0.001612 0.001359 0.870268
5.269059 0.002230 0.000855 1.204771
5.272688 0.002067 0.000569 1.302318
5.276317 0.002017 0.000147 1.498084
5.279947 0.003078 -0.000180 1.629130
5.283576 0.003969 0.000137 1.536206
5.287205 0.004081 0.000277 1.502921
5.290834 0.003847 0.000639 1.406276
5.294464 0.003320 0.001029 1.270231
5.298093 0.002225 0.001190 1.079826
5.301722 0.001133 0.002206 0.474456
5.305352 0.000582 0.002449 0.233174
5.308981 -0.000838 0.002336 -0.344299
5.312610 -0.000850 0.001757 -0.450859
5.316239 -0.001565 0.000613 -1.197306
5.319869 -0.002528 0.001148 -1.144553
5.323498 -0.001986 0.001729 -0.854331
5.327127 -0.003005 0.000962 -1.261000
5.330757 -0.004199 -0.000368 -1.658142
5.334386 -0.004862 -0.001848 -1.934077
5.338015 -0.004299 -0.002715 -2.134073
5.341644 -0.003496 -0.002319 -2.156616
5.345274 -0.002852 -0.001108 -1.941220
5.348903 -0.001450 -0.000201 -1.708839
5.352532 -0.000744 0.000262 -1.231768
5.356161 -0.001395 0.000214 -1.418612
5.359791 -0.001043 -0.000175 -1.736976
5.363420 -0.000854 0.000219 -1.319419
5.367049 -0.000670 0.000725 -0.746134
5.370679 -0.000678 0.000289 -1.167478
5.374308 -0.000114 0.000135 -0.701766
5.377937 -0.001352 0.000148 -1.461668
5.381566 -0.000555 0.001306 -0.401866
5.385196 0.001137 0.001678 0.595400
5.388825 0.001933 0.000949 1.114696
5.392454 0.001969 0.000504 1.320216
5.396083 0.001989 0.000565 1.293864
5.399713 0.001393 0.000192 1.434169
5.403342 0.000451 0.000551 0.685801
5.406971 -0.000038 0.001370 -0.027862
5.410601 0.000005 0.001744 0.002954
5.414230 -0.000059 0.000986 -0.059727
5.417859 -0.002354 0.000219 -1.478179
5.421488 -0.002324 0.000870 -1.212697
5.425118 -0.003057 0.001098 -1.226043
5.428747 -0.003181 0.002060 -0.996169
5.432376 -0.002658 0.002105 -0.901064
5.436005 -0.003091 0.001509 -1.116493
5.439635 -0.003651 0.000356 -1.473669
5.443264 -0.002224 -0.000428 -1.760994
5.446893 -0.002098 -0.001182 -2.083744
5.450523 -0.002783 -0.002202 -2.240243
