0	1
0.1	0.909091
0.2	0.832576
0.3	0.767773
0.4	0.712343
0.5	0.664435
0.6	0.622621
0.7	0.585806
0.8	0.553137
0.9	0.523946
1	0.497701
1.1	0.473976
1.2	0.452422
1.3	0.432753
1.4	0.414729
1.5	0.398153
1.6	0.382856
1.7	0.368695
1.8	0.355546
1.9	0.343307
2	0.331883
